Price_Clean,RAM_GB,Storage_GB,Battery_mAh,Main_Camera_MP,Brand_Encoded
220.0,3.0,32,2705.0,16.0,31
220.0,4.0,64,3000.0,23.0,31
280.0,3.0,32,3000.0,16.0,31
220.0,4.0,2,1500.0,5.0,32
200.0,4.0,4,1600.0,8.0,15
190.0,4.0,4,1600.0,8.0,15
160.0,4.0,4,2000.0,5.0,15
70.0,4.0,4,4000.0,2.0,15
90.0,4.0,2,1450.0,15.0,15
160.0,4.0,4,2000.0,8.0,15
140.0,4.0,4,2100.0,5.0,15
230.0,1.0,4,2000.0,8.0,15
150.0,4.0,4,2000.0,5.0,15
100.0,4.0,2,3000.0,2.0,15
120.0,4.0,5,3000.0,2.0,15
130.0,4.0,2,3000.0,2.0,15
190.0,4.0,4,2100.0,8.0,15
180.0,1.0,4,2000.0,8.0,15
110.0,4.0,4,1800.0,5.0,15
230.0,1.0,16,2000.0,13.0,15
110.0,4.0,4,2000.0,5.0,15
230.0,1.0,16,2600.0,12.0,15
60.0,4.0,4,1500.0,2.0,15
60.0,4.0,4,1850.0,2.0,15
90.0,4.0,4,1500.0,5.0,15
100.0,4.0,4,2000.0,5.0,15
140.0,1.0,4,2000.0,8.0,15
170.0,1.0,16,4800.0,5.0,15
240.0,2.0,16,2000.0,13.0,15
180.0,1.0,4,2000.0,12.0,15
150.0,4.0,32,5000.0,13.0,31
150.0,2.0,16,2500.0,8.0,31
160.0,2.0,16,2800.0,13.0,31
130.0,2.0,16,3000.0,8.0,31
80.0,1.0,8,2400.0,8.0,31
170.0,4.0,64,2950.0,13.0,31
120.0,2.0,16,3990.0,13.0,31
450.0,6.0,128,3400.0,12.0,31
300.0,6.0,64,3200.0,12.0,31
230.0,3.0,32,3000.0,13.0,31
120.0,3.0,32,3000.0,13.0,31
300.0,4.0,64,3630.0,13.0,31
260.0,4.0,64,5000.0,13.0,31
180.0,2.0,16,2540.0,13.0,31
160.0,1.0,8,4620.0,5.0,31
80.0,1.0,8,4000.0,8.0,31
70.0,1.0,8,2200.0,5.0,31
110.0,2.0,16,3000.0,8.0,31
110.0,2.0,32,4080.0,16.0,31
250.0,6.0,64,3200.0,13.0,31
200.0,6.0,64,3200.0,13.0,31
360.0,6.0,64,3100.0,12.0,31
400.0,4.0,64,3180.0,20.0,31
100.0,2.0,16,3000.0,13.0,31
80.0,1.0,8,2300.0,5.0,31
190.0,3.0,32,5000.0,13.0,31
150.0,3.0,32,4000.0,13.0,31
