Price_Clean,RAM_GB,Storage_GB,Battery_mAh,Main_Camera_MP,Brand_Encoded
220.0,8.0,128,5000.0,50.0,11
70.0,1.0,8,2000.0,8.0,15
110.0,1.0,8,2820.0,5.0,15
110.0,1.0,8,2000.0,8.0,15
150.0,2.0,16,2400.0,13.0,15
140.0,1.0,8,3000.0,8.0,15
90.0,1.0,8,1700.0,5.0,15
230.0,2.0,16,2260.0,13.0,15
130.0,1.0,8,4000.0,5.0,15
250.0,2.0,16,2000.0,8.0,15
120.0,1.0,8,2800.0,8.0,15
40.0,4.0,4,1200.0,3.0,15
90.0,1.0,8,2500.0,13.0,15
150.0,1.0,8,2820.0,13.0,15
170.0,3.0,16,2900.0,13.0,15
60.0,2.0,16,2000.0,8.0,15
120.0,2.0,16,2500.0,13.0,15
90.0,1.0,8,2000.0,8.0,15
150.0,3.0,16,2500.0,13.0,15
130.0,3.0,16,2100.0,13.0,15
170.0,1.0,8,3000.0,5.0,15
90.0,3.0,32,3000.0,13.0,15
180.0,4.0,16,3000.0,13.0,15
80.0,1.0,16,2500.0,8.0,15
100.0,1.0,8,1750.0,5.0,15
160.0,1.0,8,2500.0,8.0,4
200.0,4.0,128,5150.0,16.0,29
640.0,8.0,256,4200.0,64.0,31
500.0,6.0,128,4200.0,64.0,31
200.0,4.0,128,5000.0,64.0,31
500.0,6.0,128,4200.0,64.0,31
500.0,12.0,128,5050.0,64.0,31
600.0,12.0,128,5050.0,64.0,31
70.0,1.0,32,2000.0,5.0,31
80.0,1.0,32,2000.0,5.0,31
90.0,3.0,64,4000.0,16.0,31
60.0,2.0,32,3000.0,8.0,31
310.0,8.0,256,5100.0,64.0,31
110.0,3.0,32,3200.0,13.0,31
70.0,2.0,16,2050.0,5.0,31
630.0,8.0,128,4500.0,64.0,31
800.0,8.0,128,5000.0,64.0,31
130.0,4.0,128,6000.0,48.0,31
500.0,8.0,128,5000.0,64.0,31
380.0,8.0,128,5000.0,64.0,31
410.0,8.0,128,5000.0,108.0,31
90.0,2.0,32,5000.0,13.0,31
110.0,3.0,64,6000.0,13.0,31
160.0,4.0,64,4000.0,13.0,31
350.0,6.0,128,5100.0,64.0,31
590.0,8.0,128,4500.0,64.0,31
780.0,12.0,256,5000.0,64.0,31
490.0,8.0,128,5000.0,64.0,31
250.0,8.0,128,4200.0,64.0,31
170.0,6.0,128,4500.0,50.0,31
300.0,4.0,128,4500.0,50.0,31
800.0,12.0,512,5000.0,64.0,31
300.0,8.0,256,4510.0,64.0,31
300.0,6.0,128,4500.0,50.0,31
400.0,8.0,128,5000.0,64.0,31
680.0,8.0,128,6000.0,50.0,31
700.0,12.0,256,5000.0,50.0,31
200.0,4.0,128,4500.0,50.0,31
1300.0,8.0,128,9070.0,16.0,31
540.0,8.0,256,5000.0,64.0,31
460.0,8.0,256,10000.0,13.0,31
120.0,3.0,128,5000.0,50.0,31
100.0,4.0,4,2820.0,2.0,32
130.0,1.0,4,2820.0,2.0,32
100.0,1.0,4,3240.0,2.0,32
120.0,1.0,8,2800.0,5.0,32
200.0,5.0,8,2000.0,13.0,32
250.0,2.0,16,2910.0,13.0,32
130.0,1.0,4,2000.0,5.0,32
130.0,2.0,16,3500.0,13.0,32
230.0,2.0,16,3000.0,13.0,32
130.0,2.0,16,2500.0,8.0,32
110.0,1.0,8,1800.0,5.0,32
120.0,1.0,8,2500.0,5.0,32
60.0,1.0,4,1500.0,2.0,32
100.0,1.0,8,2580.0,8.0,32
120.0,1.0,8,2580.0,13.0,32
80.0,1.0,8,2580.0,2.0,32
200.0,2.0,16,2610.0,13.0,32
220.0,3.0,32,3000.0,16.0,32
200.0,4.0,64,3000.0,21.0,32
80.0,1.0,8,2500.0,8.0,32
110.0,5.0,16,2500.0,8.0,32
150.0,2.0,16,2960.0,13.0,32
130.0,1.0,8,3240.0,5.0,32
140.0,2.0,16,3000.0,13.0,32
60.0,1.0,8,2000.0,8.0,32
200.0,2.0,16,2150.0,13.0,32
80.0,2.0,16,2500.0,8.0,32
200.0,2.0,16,2460.0,13.0,32
180.0,2.0,8,3000.0,8.0,32
150.0,5.0,16,2460.0,13.0,32
200.0,2.0,16,2800.0,8.0,32
270.0,2.0,16,3000.0,13.0,1
350.0,4.0,64,3000.0,13.0,1
170.0,2.0,8,5000.0,13.0,1
130.0,2.0,8,2070.0,8.0,1
160.0,2.0,8,4890.0,5.0,1
250.0,4.0,32,3000.0,13.0,1
180.0,3.0,16,3000.0,13.0,1
160.0,2.0,16,2070.0,8.0,1
70.0,1.0,8,1600.0,5.0,1
110.0,2.0,16,2500.0,8.0,1
150.0,2.0,16,3010.0,8.0,1
90.0,1.0,8,2070.0,5.0,1
110.0,1.0,8,2070.0,8.0,1
170.0,2.0,32,5000.0,13.0,1
330.0,3.0,32,3000.0,16.0,1
230.0,4.0,64,3000.0,23.0,1
300.0,3.0,32,4600.0,23.0,1
210.0,2.0,16,4100.0,13.0,1
280.0,3.0,32,2600.0,16.0,1
160.0,2.0,16,3000.0,13.0,1
230.0,2.0,16,4130.0,13.0,1
340.0,4.0,32,5900.0,8.0,1
300.0,3.0,32,7800.0,8.0,1
280.0,4.0,64,3000.0,16.0,1
190.0,2.0,32,4100.0,16.0,1
130.0,2.0,16,2600.0,13.0,1
280.0,4.0,32,4680.0,8.0,1
120.0,1.0,8,3480.0,5.0,1
320.0,3.0,32,5000.0,12.0,1
370.0,6.0,64,3300.0,23.0,1
350.0,4.0,32,7800.0,8.0,1
180.0,3.0,32,5000.0,13.0,1
150.0,2.0,16,2650.0,13.0,1
120.0,2.0,16,3000.0,13.0,1
250.0,3.0,32,4680.0,13.0,1
210.0,3.0,16,4680.0,13.0,1
270.0,3.0,32,5000.0,13.0,1
220.0,3.0,32,5000.0,13.0,1
250.0,2.0,32,5000.0,16.0,1
180.0,2.0,16,4100.0,13.0,1
250.0,4.0,64,3000.0,16.0,1
250.0,3.0,64,3000.0,16.0,1
150.0,3.0,32,3000.0,13.0,1
270.0,1.0,16,1600.0,8.0,14
310.0,1.0,32,1700.0,8.0,14
310.0,2.0,16,1800.0,8.0,14
370.0,2.0,16,2400.0,8.0,14
340.0,2.0,16,3100.0,7.0,14
400.0,3.0,16,3350.0,7.0,14
130.0,2.0,16,3140.0,13.0,14
100.0,1.0,8,2500.0,13.0,14
200.0,2.0,16,3100.0,13.0,14
210.0,3.0,16,3150.0,7.0,14
130.0,2.0,16,2500.0,13.0,14
390.0,3.0,32,3050.0,21.0,14
170.0,2.0,16,3140.0,13.0,14
180.0,2.0,16,4100.0,13.0,14
410.0,4.0,32,2560.0,21.0,14
130.0,2.0,16,2870.0,13.0,14
120.0,2.0,16,3020.0,13.0,14
300.0,3.0,32,3060.0,12.0,14
220.0,3.0,32,3100.0,13.0,14
270.0,3.0,64,4100.0,13.0,14
120.0,2.0,16,3070.0,13.0,14
430.0,4.0,64,3060.0,12.0,14
190.0,2.0,16,3260.0,13.0,14
160.0,2.0,16,2760.0,13.0,14
190.0,3.0,16,3150.0,16.0,14
550.0,4.0,64,3400.0,12.0,14
190.0,4.0,16,4000.0,13.0,14
130.0,3.0,16,3000.0,13.0,14
210.0,2.0,16,3400.0,13.0,14
140.0,2.0,16,3000.0,8.0,14
160.0,4.0,64,10600.0,13.0,21
270.0,14.0,256,10000.0,16.0,21
220.0,8.0,256,8250.0,16.0,21
350.0,8.0,256,20000.0,16.0,21
280.0,16.0,256,10000.0,48.0,21
200.0,8.0,256,10600.0,48.0,21
280.0,12.0,256,8500.0,64.0,21
130.0,8.0,128,10600.0,13.0,21
150.0,4.0,128,6300.0,20.0,21
470.0,12.0,256,32000.0,48.0,21
200.0,12.0,256,11000.0,16.0,21
500.0,12.0,512,11000.0,108.0,21
170.0,6.0,256,8800.0,13.0,21
400.0,8.0,256,22000.0,64.0,21
90.0,4.0,64,8000.0,5.0,21
190.0,8.0,128,10600.0,13.0,21
280.0,6.0,256,20000.0,48.0,21
320.0,8.0,256,11000.0,64.0,21
140.0,6.0,256,5150.0,48.0,21
120.0,6.0,256,5150.0,48.0,21
160.0,8.0,128,5150.0,50.0,21
290.0,4.0,256,6500.0,48.0,21
280.0,6.0,256,11000.0,64.0,21
360.0,4.0,256,6500.0,48.0,21
190.0,6.0,256,6300.0,20.0,21
110.0,4.0,128,10600.0,13.0,21
160.0,6.0,256,10600.0,48.0,21
110.0,4.0,64,6300.0,13.0,21
180.0,4.0,256,8000.0,13.0,21
270.0,6.0,256,11000.0,16.0,21
110.0,2.0,64,4300.0,13.0,21
120.0,4.0,128,4300.0,13.0,21
180.0,4.0,128,5150.0,16.0,21
140.0,6.0,256,11000.0,48.0,21
150.0,4.0,128,5150.0,13.0,21
160.0,6.0,256,5150.0,50.0,21
180.0,4.0,128,8000.0,13.0,21
160.0,6.0,128,3000.0,20.0,5
200.0,12.0,256,5200.0,100.0,5
160.0,8.0,256,5200.0,48.0,5
210.0,8.0,256,10600.0,48.0,5
230.0,12.0,256,10600.0,100.0,5
280.0,12.0,256,10600.0,100.0,5
130.0,8.0,256,5200.0,50.0,5
80.0,6.0,128,5200.0,50.0,5
150.0,8.0,128,7000.0,13.0,5
90.0,6.0,256,5200.0,50.0,5
170.0,12.0,256,10600.0,48.0,5
80.0,4.0,128,5100.0,13.0,5
240.0,12.0,256,5100.0,100.0,5
200.0,12.0,256,5100.0,100.0,5
150.0,8.0,256,4350.0,64.0,5
290.0,16.0,256,5100.0,100.0,5
90.0,4.0,128,5100.0,48.0,5
120.0,6.0,128,5100.0,48.0,5
250.0,12.0,256,5100.0,100.0,5
180.0,12.0,256,10200.0,100.0,5
220.0,8.0,256,20400.0,64.0,5
180.0,6.0,128,8200.0,16.0,5
120.0,4.0,32,5180.0,13.0,2
230.0,8.0,128,8280.0,13.0,2
250.0,6.0,128,5180.0,50.0,2
100.0,2.0,32,5180.0,13.0,2
160.0,8.0,128,4480.0,50.0,2
100.0,4.0,64,5180.0,13.0,2
200.0,8.0,256,5000.0,50.0,2
240.0,8.0,128,7680.0,13.0,2
170.0,8.0,128,7680.0,13.0,2
100.0,4.0,128,5180.0,13.0,2
390.0,12.0,256,15080.0,50.0,2
130.0,8.0,256,8380.0,16.0,2
290.0,8.0,256,10380.0,64.0,2
80.0,4.0,128,6580.0,13.0,2
110.0,4.0,64,6580.0,13.0,2
160.0,8.0,128,6580.0,13.0,2
220.0,8.0,256,22000.0,48.0,2
190.0,8.0,256,3880.0,48.0,2
290.0,12.0,256,5050.0,108.0,2
190.0,8.0,256,4380.0,48.0,2
160.0,8.0,256,5000.0,64.0,2
490.0,12.0,512,8800.0,50.0,2
150.0,8.0,256,6000.0,50.0,2
550.0,12.0,512,8800.0,50.0,2
270.0,8.0,256,8800.0,50.0,2
600.0,12.0,256,4000.0,108.0,2
330.0,12.0,256,30000.0,108.0,2
90.0,4.0,128,5100.0,8.0,2
290.0,12.0,256,8800.0,50.0,2
230.0,12.0,256,10800.0,16.0,6
250.0,12.0,256,8580.0,16.0,6
440.0,12.0,512,10800.0,200.0,6
120.0,8.0,256,3000.0,50.0,6
130.0,4.0,128,8580.0,13.0,6
120.0,4.0,128,8000.0,13.0,6
250.0,8.0,256,21600.0,50.0,6
70.0,4.0,128,8000.0,5.0,6
300.0,12.0,256,6000.0,50.0,6
230.0,4.0,64,6300.0,13.0,6
110.0,4.0,128,6300.0,13.0,6
270.0,6.0,256,6300.0,13.0,6
500.0,16.0,512,22000.0,200.0,6
300.0,6.0,256,10800.0,50.0,6
300.0,8.0,256,10800.0,50.0,6
170.0,4.0,128,5150.0,16.0,6
190.0,6.0,256,5150.0,50.0,6
230.0,8.0,256,5150.0,50.0,6
270.0,8.0,256,10300.0,50.0,6
370.0,12.0,256,10100.0,100.0,6
120.0,4.0,128,5150.0,13.0,6
140.0,6.0,256,5150.0,13.0,6
300.0,12.0,512,22000.0,108.0,6
320.0,8.0,512,8580.0,16.0,6
340.0,8.0,512,10800.0,16.0,6
340.0,12.0,256,5500.0,48.0,6
1030.0,12.0,256,5000.0,50.0,27
200.0,4.0,64,5000.0,50.0,27
270.0,8.0,256,5000.0,64.0,27
410.0,8.0,512,5000.0,50.0,27
130.0,8.0,128,6000.0,50.0,27
560.0,8.0,256,4000.0,64.0,27
200.0,8.0,128,5000.0,64.0,27
90.0,2.0,64,5000.0,13.0,27
140.0,4.0,128,5000.0,50.0,27
240.0,4.0,256,5000.0,50.0,27
150.0,4.0,128,5000.0,50.0,27
200.0,6.0,128,5000.0,50.0,27
200.0,8.0,128,8000.0,13.0,27
70.0,3.0,64,5000.0,13.0,27
100.0,3.0,16,4500.0,13.0,28
400.0,12.0,256,9600.0,108.0,28
440.0,12.0,256,9600.0,108.0,28
330.0,12.0,256,10850.0,50.0,28
200.0,4.0,64,7650.0,13.0,28
280.0,8.0,256,9600.0,64.0,28
80.0,2.0,32,4000.0,8.0,28
140.0,4.0,32,8150.0,16.0,28
130.0,4.0,64,4860.0,13.0,28
130.0,6.0,64,6320.0,50.0,28
190.0,8.0,128,6600.0,64.0,28
370.0,12.0,256,22000.0,64.0,28
240.0,8.0,256,18600.0,48.0,28
450.0,12.0,512,9600.0,108.0,28
700.0,12.0,512,9600.0,108.0,28
400.0,12.0,512,5280.0,50.0,28
300.0,12.0,256,5050.0,108.0,28
60.0,8.0,128,9600.0,50.0,28
200.0,8.0,128,7650.0,48.0,28
370.0,8.0,256,33280.0,50.0,28
600.0,12.0,512,15600.0,200.0,28
180.0,6.0,256,5450.0,50.0,28
420.0,6.0,256,6500.0,50.0,28
200.0,4.0,128,8800.0,16.0,28
200.0,8.0,128,8800.0,16.0,28
80.0,4.0,128,8800.0,16.0,28
370.0,6.0,256,6500.0,50.0,28
480.0,12.0,256,10600.0,50.0,28
400.0,12.0,256,10600.0,50.0,28
340.0,8.0,256,6200.0,50.0,28
370.0,8.0,256,11800.0,50.0,28
460.0,8.0,256,11800.0,50.0,28
80.0,3.0,32,5000.0,8.0,28
110.0,4.0,128,6000.0,50.0,28
340.0,12.0,256,10600.0,50.0,28
420.0,12.0,256,10600.0,50.0,28
190.0,4.0,128,5000.0,50.0,11
130.0,4.0,64,6000.0,13.0,11
250.0,8.0,256,5000.0,50.0,11
90.0,3.0,64,5000.0,13.0,11
80.0,3.0,64,6000.0,13.0,11
110.0,2.0,64,5000.0,8.0,11
280.0,8.0,256,5000.0,108.0,11
140.0,4.0,128,5000.0,50.0,11
260.0,8.0,256,5000.0,108.0,11
180.0,8.0,256,5000.0,108.0,11
100.0,2.0,64,5000.0,13.0,11
80.0,4.0,64,5000.0,50.0,11
100.0,4.0,64,5000.0,50.0,11
100.0,4.0,64,6000.0,50.0,11
180.0,8.0,256,5000.0,108.0,11
240.0,8.0,256,5000.0,108.0,11
290.0,12.0,256,4600.0,108.0,11
220.0,8.0,256,5000.0,108.0,11
150.0,8.0,256,5000.0,108.0,11
140.0,4.0,128,7000.0,8.0,11
250.0,8.0,256,5000.0,108.0,11
110.0,4.0,128,5000.0,48.0,11
70.0,3.0,64,5000.0,13.0,11
190.0,8.0,128,5000.0,50.0,11
160.0,8.0,256,5200.0,50.0,11
180.0,8.0,256,5200.0,50.0,11
350.0,12.0,256,5200.0,50.0,11
130.0,6.0,128,5500.0,50.0,11
100.0,2.0,16,2500.0,13.0,15
70.0,1.0,8,2500.0,8.0,15
50.0,1.0,8,2000.0,5.0,15
100.0,1.0,8,3000.0,8.0,15
80.0,2.0,16,2000.0,8.0,15
70.0,1.0,8,2000.0,5.0,15
60.0,1.0,8,1600.0,5.0,15
70.0,1.0,8,1800.0,5.0,15
80.0,1.0,8,1800.0,5.0,15
90.0,1.0,8,4000.0,8.0,15
100.0,1.0,8,3000.0,8.0,15
60.0,1.0,8,1800.0,5.0,15
360.0,4.0,128,3200.0,13.0,15
50.0,4.0,4,1300.0,2.0,15
140.0,3.0,32,4000.0,13.0,15
100.0,2.0,16,4000.0,8.0,15
12000.0,3.0,16,3050.0,13.0,15
7000.0,2.0,16,2500.0,8.0,15
10000.0,3.0,32,3000.0,13.0,15
10000.0,3.0,32,3000.0,13.0,15
10000.0,3.0,32,2980.0,13.0,15
50.0,1.0,8,1600.0,5.0,15
4500.0,1.0,8,2000.0,5.0,15
5000.0,3.0,16,2500.0,5.0,15
12000.0,3.0,32,3000.0,13.0,15
19000.0,4.0,64,2730.0,13.0,15
2900.0,4.0,4,1300.0,2.0,15
14000.0,4.0,64,3000.0,16.0,15
5700.0,1.0,16,5000.0,5.0,15
7200.0,2.0,16,5000.0,8.0,15
8000.0,3.0,32,5000.0,13.0,15
8500.0,2.0,16,2500.0,13.0,15
7000.0,2.0,16,3000.0,8.0,15
4400.0,1.0,8,2000.0,5.0,15
5400.0,1.0,16,5000.0,5.0,15
9000.0,2.0,32,4000.0,13.0,15
10000.0,3.0,32,4000.0,13.0,15
80.0,2.0,32,5000.0,13.0,15
130.0,4.0,64,5000.0,48.0,15
120.0,4.0,64,5000.0,48.0,15
90.0,4.0,64,5000.0,13.0,15
150.0,4.0,64,5000.0,48.0,15
100.0,3.0,32,5000.0,8.0,15
470.0,4.0,2,1240.0,8.0,24
320.0,4.0,20,1950.0,5.0,24
180.0,5.0,8,2040.0,8.0,24
300.0,2.0,16,2030.0,8.0,24
340.0,3.0,32,3000.0,13.0,24
240.0,3.0,64,2600.0,13.0,24
330.0,4.0,32,3000.0,16.0,24
380.0,4.0,64,3100.0,16.0,24
450.0,4.0,64,3020.0,12.0,24
170.0,3.0,32,5000.0,13.0,24
110.0,2.0,16,3000.0,13.0,24
250.0,6.0,64,3020.0,16.0,24
400.0,6.0,64,3200.0,12.0,24
350.0,4.0,64,3130.0,6.0,24
400.0,8.0,64,3200.0,12.0,24
400.0,4.0,64,2700.0,12.0,24
300.0,3.0,32,4000.0,13.0,24
400.0,4.0,64,2900.0,12.0,24
600.0,6.0,128,3130.0,6.0,24
750.0,6.0,128,3200.0,2.0,24
210.0,4.0,64,3090.0,13.0,24
700.0,12.0,256,3730.0,12.0,24
670.0,8.0,256,3130.0,2.0,24
600.0,8.0,128,4120.0,48.0,24
250.0,8.0,128,4570.0,12.0,24
400.0,8.0,128,4010.0,48.0,24
230.0,4.0,64,3730.0,13.0,24
130.0,3.0,32,5000.0,13.0,24
150.0,4.0,64,5000.0,50.0,24
380.0,6.0,128,4570.0,3.0,24
420.0,6.0,128,5050.0,3.0,24
180.0,4.0,128,5010.0,50.0,24
1000.0,12.0,256,5000.0,2.0,24
930.0,12.0,256,5000.0,2.0,24
700.0,8.0,256,4750.0,50.0,24
310.0,8.0,256,5000.0,50.0,24
150.0,6.0,128,5000.0,50.0,24
550.0,12.0,256,5000.0,3.0,24
1000.0,12.0,512,5000.0,3.0,24
350.0,6.0,128,5000.0,50.0,24
250.0,4.0,4,2000.0,5.0,3
460.0,2.0,8,2630.0,8.0,3
320.0,1.0,4,2000.0,5.0,3
440.0,1.0,16,3000.0,8.0,3
340.0,1.0,8,3000.0,5.0,3
650.0,3.0,32,3800.0,13.0,3
900.0,4.0,64,4500.0,16.0,3
330.0,2.0,16,4000.0,8.0,3
450.0,3.0,32,5000.0,13.0,3
110.0,4.0,4,2300.0,2.0,3
440.0,4.0,64,3100.0,12.0,3
300.0,3.0,32,4200.0,13.0,3
530.0,6.0,128,4000.0,12.0,3
230.0,3.0,32,4200.0,13.0,3
440.0,4.0,128,4000.0,48.0,3
200.0,2.0,16,2000.0,5.0,3
530.0,6.0,128,5500.0,48.0,3
600.0,6.0,128,5000.0,50.0,3
200.0,2.0,8,2500.0,13.0,4
120.0,3.0,16,3000.0,13.0,4
110.0,3.0,16,2500.0,13.0,4
180.0,2.0,16,1800.0,8.0,4
130.0,1.0,8,2000.0,8.0,4
380.0,4.0,64,2800.0,13.0,4
120.0,3.0,16,3000.0,13.0,4
200.0,3.0,16,2500.0,13.0,4
80.0,3.0,16,2500.0,8.0,4
180.0,2.0,16,2500.0,8.0,4
180.0,4.0,32,4010.0,13.0,4
110.0,2.0,16,3050.0,8.0,4
420.0,4.0,64,4070.0,16.0,4
210.0,3.0,16,2500.0,13.0,4
200.0,3.0,32,4060.0,13.0,4
120.0,3.0,16,2500.0,13.0,4
80.0,1.0,8,2450.0,5.0,4
10300.0,1.0,8,2000.0,8.0,4
350.0,4.0,64,3200.0,12.0,4
15000.0,6.0,64,4060.0,13.0,4
9000.0,3.0,32,4070.0,13.0,4
7000.0,2.0,16,2500.0,8.0,4
150.0,4.0,64,4000.0,16.0,4
6000.0,2.0,16,3000.0,13.0,4
8000.0,4.0,64,4000.0,13.0,4
160.0,3.0,32,4000.0,16.0,4
360.0,4.0,64,4000.0,48.0,4
110.0,4.0,64,5000.0,16.0,4
70.0,4.0,64,4000.0,16.0,4
130.0,4.0,64,4000.0,48.0,4
160.0,4.0,128,5000.0,48.0,4
90.0,2.0,64,4000.0,13.0,4
250.0,6.0,128,4500.0,50.0,4
90.0,4.0,64,4500.0,48.0,4
140.0,6.0,128,4500.0,50.0,4
110.0,4.0,128,4500.0,16.0,4
130.0,4.0,128,4500.0,48.0,4
90.0,4.0,128,4500.0,13.0,4
80.0,4.0,128,5000.0,50.0,4
100.0,4.0,128,4500.0,50.0,4
180.0,8.0,256,5000.0,108.0,4
240.0,12.0,256,5150.0,64.0,29
160.0,8.0,256,6150.0,48.0,29
210.0,8.0,128,6000.0,50.0,29
200.0,8.0,256,5000.0,64.0,29
160.0,8.0,128,5000.0,50.0,29
100.0,4.0,64,5000.0,13.0,29
120.0,6.0,128,6000.0,20.0,29
180.0,8.0,128,5000.0,64.0,29
220.0,6.0,128,5000.0,50.0,29
160.0,6.0,128,5000.0,50.0,29
290.0,4.0,4,1240.0,5.0,16
330.0,4.0,8,1390.0,8.0,16
90.0,4.0,4,1240.0,5.0,16
80.0,1.0,8,1905.0,5.0,16
80.0,1.0,8,1905.0,5.0,16
70.0,1.0,8,1560.0,2.0,16
70.0,1.0,8,1560.0,2.0,16
90.0,1.0,8,1560.0,5.0,16
90.0,1.0,8,1560.0,5.0,16
170.0,1.0,8,2500.0,8.0,16
120.0,1.0,8,2500.0,8.0,16
150.0,1.0,8,2500.0,8.0,16
170.0,1.0,8,3000.0,13.0,16
170.0,1.0,8,3000.0,13.0,16
200.0,1.0,8,3000.0,13.0,16
200.0,1.0,8,3000.0,13.0,16
70.0,1.0,8,1500.0,2.0,16
100.0,1.0,8,2200.0,8.0,16
90.0,1.0,8,2100.0,5.0,16
280.0,3.0,32,3000.0,20.0,16
280.0,3.0,32,3000.0,20.0,16
350.0,3.0,32,3340.0,20.0,16
350.0,3.0,32,3340.0,20.0,16
150.0,1.0,16,2000.0,8.0,16
650.0,6.0,128,3577.0,11.0,16
1480.0,8.0,128,4449.0,12.0,16
650.0,8.0,128,6000.0,50.0,31
700.0,16.0,256,5000.0,50.0,31
500.0,12.0,256,10000.0,13.0,31
180.0,8.0,256,4500.0,50.0,31
120.0,4.0,128,5000.0,50.0,31
100.0,4.0,128,5000.0,50.0,31
90.0,4.0,64,5000.0,13.0,31
200.0,4.0,128,4500.0,50.0,31
220.0,6.0,256,4800.0,50.0,31
110.0,4.0,256,5200.0,50.0,31
120.0,8.0,128,5000.0,50.0,31
710.0,16.0,256,5500.0,50.0,31
1300.0,4.0,256,10000.0,13.0,31
200.0,4.0,256,5000.0,108.0,31
780.0,12.0,512,6000.0,50.0,31
150.0,4.0,256,5000.0,50.0,31
200.0,6.0,256,5000.0,50.0,31
190.0,6.0,128,4500.0,50.0,31
740.0,16.0,512,5500.0,50.0,31
730.0,8.0,256,6000.0,50.0,31
670.0,8.0,256,5100.0,50.0,31
500.0,12.0,256,10100.0,50.0,31
170.0,4.0,128,5000.0,50.0,31
80.0,2.0,64,5000.0,8.0,31
780.0,16.0,512,7050.0,50.0,31
90.0,4.0,256,5000.0,50.0,31
80.0,4.0,128,5000.0,50.0,31
200.0,8.0,8,6000.0,50.0,31
150.0,8.0,256,5000.0,108.0,31
300.0,8.0,512,5000.0,50.0,31
100.0,1.0,8,2050.0,5.0,32
210.0,3.0,32,2620.0,12.0,32
70.0,2.0,16,2800.0,8.0,32
190.0,3.0,32,4000.0,16.0,32
260.0,3.0,32,4000.0,12.0,32
120.0,3.0,16,2800.0,13.0,32
140.0,3.0,32,2850.0,12.0,32
70.0,1.0,8,2580.0,2.0,32
100.0,1.0,16,4000.0,2.0,32
50.0,4.0,4,1530.0,2.0,32
130.0,1.0,16,3000.0,8.0,32
100.0,1.0,16,2460.0,8.0,32
170.0,2.0,16,3000.0,13.0,32
160.0,2.0,16,3000.0,12.0,32
230.0,2.0,16,3000.0,12.0,32
180.0,3.0,32,4000.0,12.0,32
150.0,2.0,32,4000.0,12.0,32
40.0,2.0,16,2050.0,5.0,32
60.0,1.0,8,2000.0,5.0,32
70.0,1.0,8,2000.0,5.0,32
120.0,2.0,16,3000.0,13.0,32
80.0,5.0,16,2580.0,3.0,32
140.0,1.0,16,4080.0,5.0,32
80.0,1.0,16,2460.0,5.0,32
150.0,4.0,64,4000.0,16.0,32
170.0,3.0,32,4000.0,16.0,32
80.0,2.0,16,3000.0,8.0,32
80.0,2.0,32,4000.0,13.0,32
100.0,3.0,32,4000.0,13.0,32
150.0,4.0,64,4000.0,48.0,32
170.0,4.0,64,5000.0,16.0,32
170.0,2.0,32,5500.0,5.0,32
80.0,1.0,8,1350.0,2.0,32
80.0,4.0,4,1350.0,2.0,32
120.0,4.0,4,1850.0,2.0,32
150.0,3.0,32,4000.0,13.0,32
100.0,2.0,32,5000.0,13.0,32
110.0,2.0,32,3000.0,13.0,32
130.0,3.0,32,4000.0,13.0,32
330.0,4.0,64,4000.0,48.0,32
60.0,1.0,8,2000.0,5.0,32
110.0,2.0,32,3000.0,13.0,32
100.0,2.0,32,3000.0,8.0,32
180.0,2.0,16,3000.0,13.0,1
350.0,4.0,64,3300.0,12.0,1
350.0,6.0,64,3600.0,12.0,1
100.0,4.0,32,3000.0,23.0,1
250.0,2.0,16,4130.0,16.0,1
150.0,2.0,16,4000.0,13.0,1
200.0,3.0,32,3300.0,16.0,1
320.0,4.0,64,3300.0,12.0,1
500.0,4.0,64,3300.0,12.0,1
160.0,3.0,32,5000.0,13.0,1
100.0,1.0,16,3000.0,13.0,1
1110.0,8.0,128,4000.0,12.0,1
80.0,2.0,16,3000.0,13.0,1
120.0,3.0,32,4000.0,13.0,1
370.0,3.0,32,5000.0,12.0,1
310.0,3.0,32,4000.0,12.0,1
200.0,3.0,32,4000.0,12.0,1
500.0,6.0,64,5000.0,48.0,1
1070.0,8.0,128,6000.0,48.0,1
1400.0,8.0,128,6000.0,64.0,1
650.0,8.0,128,6000.0,64.0,1
910.0,6.0,128,5000.0,64.0,1
670.0,8.0,256,5000.0,64.0,1
680.0,16.0,512,6000.0,64.0,1
1300.0,18.0,512,6000.0,64.0,1
380.0,8.0,128,5000.0,64.0,1
1270.0,16.0,512,4000.0,64.0,1
1030.0,8.0,128,6000.0,64.0,1
2000.0,18.0,512,6000.0,64.0,1
800.0,18.0,512,6000.0,50.0,1
1500.0,12.0,256,6000.0,50.0,1
860.0,16.0,512,6000.0,50.0,1
690.0,12.0,256,6000.0,50.0,1
1100.0,16.0,512,6000.0,50.0,1
860.0,16.0,256,5500.0,50.0,1
400.0,4.0,64,3000.0,12.0,14
500.0,6.0,64,3500.0,12.0,14
170.0,4.0,16,4000.0,12.0,14
130.0,2.0,16,3070.0,13.0,14
150.0,3.0,32,3000.0,16.0,14
280.0,6.0,64,3360.0,12.0,14
240.0,4.0,64,3000.0,12.0,14
400.0,4.0,64,3000.0,12.0,14
480.0,6.0,64,3500.0,12.0,14
140.0,2.0,16,3070.0,13.0,14
130.0,3.0,32,3300.0,13.0,14
480.0,6.0,128,3570.0,12.0,14
410.0,6.0,64,3010.0,12.0,14
