Brand,Price_Clean,RAM_GB,Storage_GB,Battery_mAh,Main_Camera_MP
Umidigi,120.0,6.0,128,6000.0,20.0
Umidigi,180.0,8.0,128,5000.0,64.0
Umidigi,220.0,6.0,128,5000.0,50.0
Umidigi,160.0,6.0,128,5000.0,50.0
Microsoft,290.0,,4,1240.0,5.0
Microsoft,330.0,,8,1390.0,8.0
Microsoft,90.0,,4,1240.0,5.0
Microsoft,80.0,1.0,8,1905.0,5.0
Microsoft,80.0,1.0,8,1905.0,5.0
Microsoft,70.0,1.0,8,1560.0,2.0
Microsoft,70.0,1.0,8,1560.0,2.0
Microsoft,90.0,1.0,8,1560.0,5.0
Microsoft,90.0,1.0,8,1560.0,5.0
Microsoft,170.0,1.0,8,2500.0,8.0
Microsoft,120.0,1.0,8,2500.0,8.0
Microsoft,150.0,1.0,8,2500.0,8.0
Microsoft,170.0,1.0,8,3000.0,13.0
Microsoft,170.0,1.0,8,3000.0,13.0
Microsoft,200.0,1.0,8,3000.0,13.0
Microsoft,200.0,1.0,8,3000.0,13.0
Microsoft,70.0,1.0,8,1500.0,2.0
Microsoft,100.0,1.0,8,2200.0,8.0
Microsoft,90.0,1.0,8,2100.0,5.0
Microsoft,280.0,3.0,32,3000.0,20.0
Microsoft,280.0,3.0,32,3000.0,20.0
Microsoft,350.0,3.0,32,3340.0,20.0
Microsoft,350.0,3.0,32,3340.0,20.0
Microsoft,150.0,1.0,16,2000.0,8.0
Microsoft,650.0,6.0,128,3577.0,11.0
Microsoft,1480.0,8.0,128,4449.0,12.0
ZTE,650.0,8.0,128,6000.0,50.0
ZTE,700.0,16.0,256,5000.0,50.0
ZTE,500.0,12.0,256,10000.0,13.0
ZTE,180.0,8.0,256,4500.0,50.0
ZTE,120.0,4.0,128,5000.0,50.0
ZTE,100.0,4.0,128,5000.0,50.0
ZTE,90.0,4.0,64,5000.0,13.0
ZTE,200.0,4.0,128,4500.0,50.0
ZTE,220.0,6.0,256,4800.0,50.0
ZTE,110.0,4.0,256,5200.0,50.0
ZTE,120.0,8.0,128,5000.0,50.0
ZTE,710.0,16.0,256,5500.0,50.0
ZTE,1300.0,,256,10000.0,13.0
ZTE,200.0,4.0,256,5000.0,108.0
ZTE,780.0,12.0,512,6000.0,50.0
ZTE,150.0,4.0,256,5000.0,50.0
ZTE,200.0,6.0,256,5000.0,50.0
ZTE,190.0,6.0,128,4500.0,50.0
ZTE,740.0,16.0,512,5500.0,50.0
ZTE,730.0,8.0,256,6000.0,50.0
ZTE,670.0,8.0,256,5100.0,50.0
ZTE,500.0,12.0,256,10100.0,50.0
ZTE,170.0,4.0,128,5000.0,50.0
ZTE,80.0,2.0,64,5000.0,8.0
ZTE,780.0,16.0,512,7050.0,50.0
ZTE,90.0,4.0,256,5000.0,50.0
ZTE,80.0,4.0,128,5000.0,50.0
ZTE,200.0,8.0,8,6000.0,50.0
ZTE,150.0,8.0,256,5000.0,108.0
ZTE,300.0,8.0,512,5000.0,50.0
alcatel,100.0,1.0,8,2050.0,5.0
alcatel,210.0,3.0,32,2620.0,12.0
alcatel,70.0,2.0,16,2800.0,8.0
alcatel,190.0,3.0,32,4000.0,16.0
alcatel,260.0,3.0,32,4000.0,12.0
alcatel,120.0,3.0,16,2800.0,13.0
alcatel,140.0,3.0,32,2850.0,12.0
alcatel,70.0,1.0,8,2580.0,2.0
alcatel,100.0,1.0,16,4000.0,2.0
alcatel,50.0,,4,1530.0,2.0
alcatel,130.0,1.0,16,3000.0,8.0
alcatel,100.0,1.0,16,2460.0,8.0
alcatel,170.0,2.0,16,3000.0,13.0
alcatel,160.0,2.0,16,3000.0,12.0
alcatel,230.0,2.0,16,3000.0,12.0
alcatel,180.0,3.0,32,4000.0,12.0
alcatel,150.0,2.0,32,4000.0,12.0
alcatel,40.0,2.0,16,2050.0,5.0
alcatel,60.0,1.0,8,2000.0,5.0
alcatel,70.0,1.0,8,2000.0,5.0
alcatel,120.0,2.0,16,3000.0,13.0
alcatel,80.0,5.0,16,2580.0,3.0
alcatel,140.0,1.0,16,4080.0,5.0
alcatel,80.0,1.0,16,2460.0,5.0
alcatel,150.0,4.0,64,4000.0,16.0
alcatel,170.0,3.0,32,4000.0,16.0
alcatel,80.0,2.0,16,3000.0,8.0
alcatel,80.0,2.0,32,4000.0,13.0
alcatel,100.0,3.0,32,4000.0,13.0
alcatel,150.0,4.0,64,4000.0,48.0
alcatel,170.0,4.0,64,5000.0,16.0
alcatel,170.0,2.0,32,5500.0,5.0
alcatel,80.0,1.0,8,1350.0,2.0
alcatel,80.0,,4,1350.0,2.0
alcatel,120.0,,4,1850.0,2.0
alcatel,150.0,3.0,32,4000.0,13.0
alcatel,100.0,2.0,32,5000.0,13.0
alcatel,110.0,2.0,32,3000.0,13.0
alcatel,130.0,3.0,32,4000.0,13.0
alcatel,330.0,4.0,64,4000.0,48.0
alcatel,60.0,1.0,8,2000.0,5.0
alcatel,110.0,2.0,32,3000.0,13.0
alcatel,100.0,2.0,32,3000.0,8.0
Asus,180.0,2.0,16,3000.0,13.0
Asus,350.0,4.0,64,3300.0,12.0
Asus,350.0,6.0,64,3600.0,12.0
Asus,100.0,4.0,32,3000.0,23.0
Asus,250.0,2.0,16,4130.0,16.0
Asus,150.0,2.0,16,4000.0,13.0
Asus,200.0,3.0,32,3300.0,16.0
Asus,320.0,4.0,64,3300.0,12.0
Asus,500.0,4.0,64,3300.0,12.0
Asus,160.0,3.0,32,5000.0,13.0
Asus,100.0,1.0,16,3000.0,13.0
Asus,1110.0,8.0,128,4000.0,12.0
Asus,80.0,2.0,16,3000.0,13.0
Asus,120.0,3.0,32,4000.0,13.0
Asus,370.0,3.0,32,5000.0,12.0
Asus,310.0,3.0,32,4000.0,12.0
Asus,200.0,3.0,32,4000.0,12.0
Asus,500.0,6.0,64,5000.0,48.0
Asus,1070.0,8.0,128,6000.0,48.0
Asus,1400.0,8.0,128,6000.0,64.0
Asus,650.0,8.0,128,6000.0,64.0
Asus,910.0,6.0,128,5000.0,64.0
Asus,670.0,8.0,256,5000.0,64.0
Asus,680.0,16.0,512,6000.0,64.0
Asus,1300.0,18.0,512,6000.0,64.0
Asus,380.0,8.0,128,5000.0,64.0
Asus,1270.0,16.0,512,4000.0,64.0
Asus,1030.0,8.0,128,6000.0,64.0
Asus,2000.0,18.0,512,6000.0,64.0
Asus,800.0,18.0,512,6000.0,50.0
Asus,1500.0,12.0,256,6000.0,50.0
Asus,860.0,16.0,512,6000.0,50.0
Asus,690.0,12.0,256,6000.0,50.0
Asus,1100.0,16.0,512,6000.0,50.0
Asus,860.0,16.0,256,5500.0,50.0
Meizu,400.0,4.0,64,3000.0,12.0
Meizu,500.0,6.0,64,3500.0,12.0
Meizu,170.0,4.0,16,4000.0,12.0
Meizu,130.0,2.0,16,3070.0,13.0
Meizu,150.0,3.0,32,3000.0,16.0
Meizu,280.0,6.0,64,3360.0,12.0
Meizu,240.0,4.0,64,3000.0,12.0
Meizu,400.0,4.0,64,3000.0,12.0
Meizu,480.0,6.0,64,3500.0,12.0
Meizu,140.0,2.0,16,3070.0,13.0
Meizu,130.0,3.0,32,3300.0,13.0
Meizu,480.0,6.0,128,3570.0,12.0
Meizu,410.0,6.0,64,3010.0,12.0
Meizu,300.0,6.0,64,3100.0,12.0
Meizu,100.0,3.0,32,3200.0,13.0
Meizu,150.0,4.0,64,3100.0,12.0
Meizu,200.0,4.0,64,3210.0,12.0
Meizu,200.0,4.0,64,3600.0,12.0
Meizu,90.0,2.0,16,3000.0,13.0
Meizu,110.0,3.0,32,3000.0,13.0
Meizu,200.0,4.0,64,4000.0,48.0
Meizu,420.0,6.0,128,3600.0,48.0
Meizu,220.0,6.0,64,4000.0,48.0
Meizu,340.0,6.0,128,3600.0,48.0
Meizu,180.0,2.0,32,4000.0,13.0
Meizu,250.0,6.0,128,4500.0,12.0
Meizu,530.0,8.0,128,4500.0,64.0
Meizu,560.0,8.0,128,4500.0,64.0
Meizu,560.0,8.0,128,4000.0,64.0
Meizu,640.0,8.0,128,4500.0,50.0
Meizu,340.0,8.0,128,4300.0,64.0
Meizu,490.0,8.0,128,4000.0,64.0
Meizu,610.0,8.0,128,4500.0,50.0
Meizu,400.0,12.0,128,4700.0,50.0
Meizu,530.0,12.0,128,5000.0,50.0
Meizu,820.0,12.0,256,4800.0,50.0
Meizu,400.0,16.0,256,4700.0,50.0
Meizu,440.0,8.0,256,4800.0,200.0
Meizu,640.0,12.0,256,5050.0,50.0
Meizu,330.0,16.0,256,5500.0,50.0
Meizu,210.0,8.0,256,6000.0,108.0
itel,120.0,4.0,128,5000.0,108.0
itel,100.0,8.0,128,5000.0,50.0
itel,100.0,6.0,128,5000.0,50.0
itel,110.0,4.0,128,5000.0,50.0
itel,100.0,6.0,128,5000.0,50.0
itel,130.0,8.0,128,5000.0,50.0
itel,70.0,3.0,64,5000.0,8.0
itel,80.0,4.0,128,6000.0,13.0
TCL,110.0,2.0,32,4000.0,13.0
TCL,200.0,2.0,32,5000.0,13.0
TCL,40.0,3.0,32,5000.0,13.0
TCL,200.0,4.0,64,5010.0,50.0
TCL,220.0,4.0,128,5010.0,50.0
TCL,250.0,4.0,64,5010.0,50.0
TCL,70.0,3.0,32,3000.0,13.0
TCL,180.0,3.0,32,5500.0,5.0
TCL,350.0,4.0,64,8000.0,8.0
TCL,240.0,4.0,128,4000.0,50.0
TCL,240.0,4.0,64,5000.0,50.0
TCL,150.0,6.0,64,5000.0,50.0
TCL,100.0,2.0,32,5000.0,13.0
TCL,500.0,8.0,256,8000.0,13.0
TCL,330.0,6.0,128,3820.0,48.0
TCL,140.0,6.0,64,4000.0,48.0
TCL,250.0,6.0,128,4500.0,64.0
TCL,400.0,6.0,128,4500.0,64.0
TCL,300.0,6.0,64,4500.0,48.0
TCL,250.0,4.0,64,8000.0,13.0
TCL,230.0,3.0,32,5500.0,5.0
TCL,340.0,6.0,128,4500.0,48.0
TCL,150.0,4.0,64,5000.0,16.0
TCL,300.0,6.0,128,4500.0,48.0
TCL,350.0,4.0,64,5500.0,8.0
TCL,170.0,3.0,32,8000.0,8.0
TCL,180.0,4.0,128,5000.0,48.0
TCL,270.0,6.0,256,5000.0,64.0
TCL,210.0,4.0,128,5000.0,64.0
TCL,440.0,6.0,256,4500.0,48.0
TCL,210.0,4.0,128,4000.0,13.0
TCL,180.0,4.0,64,4500.0,13.0
TCL,320.0,4.0,64,4000.0,50.0
TCL,40.0,3.0,32,3000.0,8.0
TCL,90.0,3.0,32,3000.0,8.0
TCL,130.0,4.0,64,4000.0,48.0
TCL,160.0,3.0,64,4000.0,13.0
TCL,50.0,3.0,32,5000.0,13.0
TCL,170.0,4.0,64,4500.0,13.0
TCL,270.0,4.0,128,4500.0,50.0
TCL,80.0,1.0,32,3000.0,8.0
TCL,130.0,4.0,64,5000.0,50.0
TCL,120.0,4.0,128,5010.0,50.0
TCL,100.0,3.0,32,3000.0,13.0
TCL,110.0,3.0,32,5000.0,13.0
TCL,100.0,4.0,64,5000.0,13.0
TCL,190.0,4.0,64,5000.0,50.0
TCL,140.0,4.0,128,5000.0,50.0
TCL,200.0,8.0,256,5010.0,50.0
TCL,250.0,6.0,256,5000.0,50.0
TCL,170.0,4.0,64,6000.0,8.0
TCL,110.0,3.0,32,6000.0,2.0
TCL,150.0,4.0,128,5010.0,50.0
TCL,70.0,1.0,4,1850.0,2.0
TCL,80.0,1.0,16,1850.0,5.0
TCL,70.0,,4,1850.0,2.0
TCL,80.0,,4,1850.0,2.0
TCL,110.0,4.0,64,6000.0,8.0
TCL,450.0,8.0,256,10000.0,8.0
TCL,230.0,8.0,256,5010.0,108.0
TCL,300.0,8.0,512,5010.0,108.0
TCL,100.0,3.0,64,5000.0,8.0
TCL,120.0,4.0,128,5200.0,50.0
itel,70.0,2.0,32,4000.0,8.0
itel,70.0,4.0,64,5000.0,8.0
itel,130.0,3.0,32,6000.0,13.0
itel,170.0,4.0,128,5000.0,50.0
itel,110.0,4.0,128,5000.0,50.0
Apple,870.0,8.0,128,7538.0,12.0
Apple,1200.0,8.0,128,10758.0,12.0
Apple,430.0,3.0,64,8557.0,8.0
Apple,550.0,4.0,64,5078.0,12.0
Apple,550.0,8.0,64,7600.0,12.0
Apple,850.0,4.0,32,307.0,8.0
Apple,230.0,2.0,16,1715.0,12.0
Apple,240.0,2.0,16,2750.0,12.0
Apple,140.0,2.0,16,1624.0,12.0
Apple,690.0,2.0,32,7306.0,12.0
Apple,180.0,2.0,32,1960.0,12.0
Apple,320.0,3.0,32,2900.0,12.0
Apple,390.0,2.0,32,8827.0,8.0
Apple,730.0,4.0,64,8134.0,12.0
Apple,900.0,4.0,64,891.0,12.0
Apple,210.0,2.0,64,1821.0,12.0
Apple,340.0,3.0,64,2691.0,12.0
Apple,350.0,2.0,32,8827.0,8.0
Apple,420.0,,16,1400.0,2.0
Apple,90.0,,8,1220.0,2.0
Apple,110.0,,8,1400.0,15.0
Apple,150.0,,16,1420.0,5.0
Apple,200.0,,8,1420.0,5.0
Apple,200.0,,16,6930.0,7.0
Apple,200.0,,16,6930.0,7.0
Apple,370.0,,16,6930.0,7.0
Apple,190.0,,8,1432.0,8.0
Apple,290.0,1.0,16,11560.0,5.0
Apple,400.0,1.0,16,11560.0,5.0
Apple,340.0,1.0,16,1440.0,8.0
Apple,500.0,1.0,16,11560.0,5.0
Apple,350.0,1.0,16,11560.0,5.0
Apple,300.0,,16,4490.0,5.0
Apple,200.0,,16,4490.0,5.0
Apple,300.0,1.0,8,1510.0,8.0
Apple,330.0,1.0,16,1560.0,8.0
Apple,270.0,1.0,16,6470.0,5.0
Apple,350.0,1.0,16,8600.0,5.0
Apple,100.0,1.0,16,1810.0,8.0
Apple,420.0,1.0,16,2915.0,8.0
Apple,400.0,1.0,16,6470.0,5.0
Apple,440.0,2.0,16,7340.0,8.0
Apple,360.0,2.0,16,5124.0,8.0
Apple,880.0,4.0,64,7812.0,12.0
Apple,1100.0,4.0,64,9720.0,12.0
Apple,450.0,3.0,64,5124.0,8.0
Apple,550.0,3.0,64,8134.0,8.0
Apple,350.0,3.0,32,8827.0,8.0
Apple,800.0,6.0,128,7538.0,12.0
Apple,1000.0,6.0,128,9720.0,12.0
Apple,370.0,3.0,32,8827.0,8.0
Apple,640.0,4.0,64,7606.0,12.0
Apple,430.0,4.0,64,7606.0,12.0
Apple,1050.0,8.0,128,7538.0,12.0
Apple,1450.0,8.0,128,10758.0,12.0
Apple,700.0,8.0,128,7606.0,12.0
Apple,950.0,8.0,128,9705.0,12.0
Apple,1200.0,8.0,256,8160.0,12.0
Apple,1550.0,8.0,256,10290.0,12.0
Apple,600.0,8.0,128,5078.0,12.0
Apple,700.0,8.0,128,7606.0,12.0
Apple,950.0,8.0,128,9705.0,12.0
Google,340.0,3.0,32,9240.0,8.0
Google,290.0,4.0,32,2770.0,3.0
Google,400.0,4.0,32,3450.0,3.0
Google,520.0,4.0,64,3520.0,2.0
Google,610.0,4.0,64,2700.0,2.0
Google,450.0,4.0,64,2915.0,2.0
Google,260.0,4.0,64,3430.0,2.0
Google,290.0,4.0,64,3700.0,2.0
Google,670.0,8.0,128,7020.0,8.0
Honor,640.0,12.0,256,4800.0,50.0
Honor,200.0,8.0,256,6000.0,50.0
Honor,200.0,12.0,256,6000.0,50.0
Honor,980.0,12.0,256,5000.0,50.0
Honor,290.0,12.0,256,10050.0,13.0
Honor,600.0,8.0,256,10050.0,13.0
Honor,180.0,8.0,256,5000.0,50.0
Honor,150.0,4.0,64,8300.0,5.0
Honor,310.0,8.0,128,10050.0,13.0
Honor,160.0,8.0,128,5800.0,108.0
Honor,200.0,8.0,128,6600.0,108.0
Honor,80.0,4.0,64,5200.0,13.0
Honor,100.0,4.0,128,5200.0,50.0
Honor,360.0,12.0,256,5800.0,108.0
Honor,260.0,12.0,256,5800.0,108.0
Honor,570.0,12.0,256,5450.0,50.0
Honor,2700.0,16.0,16,5000.0,50.0
Honor,900.0,16.0,512,5600.0,50.0
Honor,580.0,12.0,256,5650.0,50.0
Honor,300.0,8.0,256,4800.0,50.0
Honor,170.0,6.0,128,6000.0,50.0
Honor,2940.0,8.0,256,5000.0,54.0
Honor,1500.0,16.0,512,5000.0,54.0
Honor,370.0,8.0,256,4600.0,64.0
Honor,370.0,8.0,256,4800.0,160.0
Honor,420.0,8.0,256,4800.0,160.0
Honor,350.0,8.0,128,10050.0,13.0
Honor,450.0,12.0,256,4800.0,54.0
Honor,450.0,12.0,256,4800.0,160.0
Honor,400.0,6.0,128,5100.0,64.0
Honor,90.0,2.0,32,5000.0,8.0
Honor,900.0,8.0,256,5100.0,54.0
Honor,390.0,8.0,128,3800.0,64.0
Honor,180.0,4.0,64,5100.0,5.0
Honor,170.0,6.0,128,5000.0,13.0
Honor,110.0,4.0,64,5000.0,13.0
Honor,120.0,3.0,32,5100.0,5.0
Honor,270.0,8.0,128,3800.0,64.0
Honor,310.0,8.0,128,4000.0,108.0
Honor,180.0,6.0,128,4300.0,108.0
Honor,480.0,8.0,256,4000.0,108.0
Honor,240.0,6.0,128,4000.0,64.0
Honor,200.0,8.0,128,4000.0,64.0
Honor,670.0,8.0,128,4600.0,50.0
Honor,800.0,8.0,256,4600.0,50.0
Honor,1070.0,12.0,512,4600.0,50.0
Honor,250.0,6.0,128,4300.0,64.0
Honor,330.0,6.0,128,7250.0,13.0
Honor,200.0,3.0,32,5100.0,8.0
Honor,200.0,2.0,32,3020.0,13.0
Honor,210.0,6.0,64,3400.0,24.0
Honor,190.0,4.0,64,3400.0,24.0
Honor,400.0,6.0,128,3750.0,48.0
Honor,470.0,8.0,128,4000.0,48.0
Honor,200.0,3.0,32,5100.0,8.0
Honor,250.0,3.0,32,5100.0,5.0
Honor,120.0,2.0,32,3020.0,13.0
Honor,180.0,4.0,64,4000.0,48.0
Honor,230.0,8.0,128,4000.0,48.0
Honor,250.0,6.0,128,3750.0,48.0
Honor,130.0,4.0,64,4000.0,48.0
Honor,90.0,2.0,32,3020.0,13.0
Honor,220.0,4.0,64,4000.0,48.0
Honor,240.0,4.0,64,4000.0,48.0
Honor,130.0,,4,1930.0,8.0
Honor,150.0,2.0,8,2230.0,8.0
Honor,230.0,2.0,8,2150.0,13.0
Honor,140.0,2.0,8,2300.0,8.0
Honor,250.0,2.0,8,3000.0,13.0
Honor,200.0,1.0,8,2300.0,8.0
Honor,200.0,2.0,32,3000.0,13.0
Honor,290.0,3.0,16,3100.0,13.0
Honor,130.0,1.0,16,2000.0,8.0
Honor,100.0,1.0,8,2000.0,8.0
Honor,100.0,1.0,16,2000.0,8.0
Honor,200.0,2.0,8,3000.0,13.0
Honor,320.0,3.0,16,3600.0,8.0
Honor,170.0,2.0,8,2550.0,13.0
Honor,70.0,1.0,8,1730.0,8.0
Honor,220.0,3.0,16,3100.0,20.0
Honor,250.0,2.0,16,3100.0,13.0
Honor,180.0,2.0,16,3000.0,13.0
Honor,140.0,2.0,16,4000.0,13.0
Honor,170.0,2.0,16,3000.0,13.0
Honor,120.0,2.0,16,2200.0,13.0
Honor,200.0,4.0,32,3000.0,12.0
Honor,250.0,4.0,32,4500.0,13.0
Honor,140.0,2.0,16,3100.0,13.0
Honor,180.0,3.0,32,3340.0,12.0
Honor,230.0,3.0,16,4800.0,8.0
Honor,290.0,4.0,32,3500.0,12.0
Honor,350.0,4.0,64,2900.0,12.0
Honor,310.0,4.0,64,4000.0,12.0
Honor,130.0,2.0,16,3020.0,13.0
Honor,220.0,4.0,64,3200.0,12.0
Honor,170.0,3.0,32,3000.0,13.0
Honor,180.0,3.0,32,3340.0,16.0
Honor,320.0,4.0,64,3750.0,16.0
Honor,190.0,3.0,32,3000.0,13.0
Honor,200.0,3.0,32,3000.0,13.0
Honor,120.0,2.0,16,3000.0,13.0
Honor,310.0,4.0,64,3400.0,16.0
Honor,110.0,2.0,16,3020.0,13.0
Honor,250.0,4.0,64,3750.0,16.0
Honor,220.0,3.0,32,3000.0,13.0
Honor,400.0,6.0,64,5000.0,16.0
Honor,250.0,4.0,64,5000.0,16.0
Honor,220.0,4.0,64,3750.0,20.0
Honor,170.0,3.0,32,4000.0,13.0
Honor,180.0,3.0,32,3400.0,13.0
Honor,100.0,3.0,32,3020.0,13.0
Honor,550.0,6.0,128,3500.0,16.0
Honor,600.0,6.0,128,3500.0,16.0
Honor,330.0,6.0,128,4000.0,48.0
Honor,430.0,6.0,128,4200.0,40.0
Honor,500.0,8.0,128,4100.0,40.0
Honor,120.0,4.0,64,5000.0,13.0
Honor,310.0,6.0,128,4000.0,64.0
Honor,110.0,3.0,64,3020.0,13.0
Honor,150.0,3.0,64,3020.0,13.0
Honor,160.0,6.0,128,4000.0,48.0
Honor,200.0,6.0,128,4000.0,48.0
Honor,180.0,4.0,64,3400.0,24.0
Honor,1170.0,6.0,128,4000.0,40.0
Honor,670.0,8.0,128,4000.0,40.0
Honor,650.0,8.0,256,4000.0,50.0
Honor,220.0,4.0,128,3750.0,48.0
Honor,90.0,2.0,32,3020.0,8.0
Honor,160.0,4.0,64,4000.0,48.0
Honor,150.0,3.0,64,5000.0,13.0
Honor,280.0,6.0,64,7250.0,13.0
Honor,250.0,6.0,64,4300.0,40.0
Honor,360.0,8.0,128,4200.0,40.0
Honor,250.0,8.0,128,4300.0,64.0
Honor,110.0,3.0,64,3020.0,13.0
Honor,220.0,6.0,64,4000.0,48.0
Honor,240.0,6.0,64,5000.0,48.0
Honor,200.0,4.0,128,4000.0,48.0
Honor,230.0,4.0,128,5000.0,48.0
Honor,460.0,8.0,128,4000.0,50.0
Honor,270.0,6.0,128,7250.0,13.0
Honor,240.0,8.0,128,4300.0,64.0
Honor,160.0,6.0,128,4300.0,64.0
Honor,190.0,6.0,128,4000.0,48.0
Honor,320.0,8.0,128,5000.0,64.0
Honor,500.0,8.0,128,4800.0,108.0
Honor,390.0,8.0,256,4800.0,108.0
Honor,150.0,4.0,128,5000.0,13.0
Honor,210.0,6.0,128,4800.0,48.0
Honor,1400.0,12.0,256,4750.0,50.0
Honor,300.0,8.0,128,4300.0,64.0
Honor,900.0,8.0,128,4800.0,50.0
Honor,1150.0,12.0,512,4600.0,50.0
Honor,240.0,8.0,128,4800.0,48.0
Honor,230.0,6.0,128,4800.0,64.0
Honor,180.0,6.0,128,4800.0,48.0
Honor,180.0,8.0,128,5000.0,13.0
Honor,200.0,8.0,128,4000.0,48.0
Honor,150.0,4.0,128,5000.0,13.0
Honor,520.0,8.0,256,4500.0,54.0
Honor,600.0,8.0,256,4500.0,54.0
Honor,240.0,8.0,128,4000.0,50.0
Honor,330.0,4.0,128,7250.0,5.0
Honor,170.0,6.0,128,5000.0,48.0
Honor,210.0,6.0,128,5100.0,50.0
Honor,190.0,3.0,32,5100.0,5.0
Honor,150.0,6.0,128,5000.0,13.0
Honor,900.0,16.0,512,5450.0,50.0
Honor,120.0,4.0,128,5000.0,50.0
Honor,150.0,8.0,128,6000.0,50.0
Honor,200.0,8.0,128,4000.0,50.0
Honor,240.0,8.0,128,7250.0,13.0
Honor,440.0,12.0,256,5000.0,200.0
Honor,180.0,8.0,256,4500.0,100.0
Honor,180.0,6.0,128,5200.0,13.0
Honor,180.0,8.0,128,5800.0,108.0
Honor,130.0,4.0,128,7250.0,5.0
Honor,250.0,4.0,128,7250.0,5.0
Honor,360.0,8.0,256,10050.0,13.0
Honor,150.0,4.0,128,5200.0,50.0
Honor,300.0,12.0,256,4800.0,50.0
Honor,770.0,16.0,256,4500.0,50.0
Honor,190.0,8.0,256,6000.0,50.0
Honor,910.0,12.0,256,5000.0,50.0
Honor,140.0,8.0,256,6000.0,50.0
Honor,100.0,4.0,64,5200.0,50.0
Honor,210.0,12.0,256,4500.0,108.0
Honor,320.0,12.0,256,5000.0,50.0
Honor,440.0,12.0,256,5000.0,50.0
Honor,190.0,8.0,128,8300.0,13.0
Honor,330.0,12.0,256,5000.0,50.0
Honor,120.0,8.0,128,6000.0,50.0
Honor,100.0,6.0,128,5200.0,13.0
Honor,300.0,8.0,256,5300.0,50.0
Honor,480.0,12.0,256,5300.0,50.0
Honor,550.0,12.0,512,5300.0,50.0
Honor,260.0,8.0,128,10100.0,13.0
Honor,290.0,12.0,256,5300.0,50.0
Honor,1050.0,16.0,512,5850.0,50.0
Honor,80.0,4.0,64,5200.0,13.0
Honor,210.0,8.0,128,8300.0,8.0
Honor,300.0,8.0,256,5230.0,108.0
HTC,100.0,2.0,16,3000.0,8.0
HTC,180.0,8.0,128,7000.0,5.0
HTC,150.0,8.0,128,7000.0,13.0
HTC,90.0,6.0,128,5000.0,50.0
HTC,200.0,3.0,32,2700.0,13.0
HTC,150.0,2.0,16,2300.0,13.0
HTC,150.0,3.0,32,3300.0,13.0
HTC,260.0,4.0,64,3000.0,20.0
HTC,170.0,2.0,16,2200.0,13.0
HTC,230.0,3.0,32,3200.0,16.0
HTC,150.0,3.0,32,2500.0,16.0
HTC,250.0,4.0,64,3000.0,12.0
HTC,200.0,3.0,32,4000.0,16.0
HTC,300.0,4.0,64,3000.0,12.0
HTC,210.0,3.0,32,2600.0,16.0
HTC,450.0,4.0,64,3930.0,12.0
HTC,300.0,4.0,64,3930.0,12.0
HTC,130.0,2.0,16,2730.0,13.0
HTC,170.0,3.0,32,2965.0,13.0
HTC,450.0,6.0,64,3500.0,12.0
HTC,300.0,2.0,32,2600.0,4.0
HTC,200.0,1.0,8,2100.0,5.0
HTC,350.0,2.0,16,2600.0,13.0
HTC,340.0,2.0,16,2600.0,13.0
HTC,320.0,2.0,16,2600.0,13.0
HTC,260.0,1.0,16,2600.0,13.0
HTC,240.0,1.0,8,2040.0,8.0
HTC,380.0,2.0,16,2400.0,13.0
HTC,260.0,2.0,16,2600.0,13.0
HTC,260.0,1.0,8,2600.0,13.0
HTC,300.0,2.0,16,6700.0,8.0
HTC,180.0,1.0,8,2100.0,8.0
HTC,190.0,1.0,8,2100.0,8.0
HTC,80.0,1.0,4,2100.0,5.0
HTC,200.0,2.0,16,2600.0,13.0
HTC,160.0,1.0,8,2000.0,8.0
HTC,220.0,1.0,4,1800.0,5.0
HTC,200.0,1.0,4,1800.0,5.0
HTC,150.0,,4,1700.0,5.0
HTC,170.0,1.0,16,1800.0,8.0
HTC,200.0,1.0,16,1800.0,8.0
HTC,220.0,1.0,32,2100.0,8.0
HTC,290.0,1.0,8,1800.0,5.0
HTC,270.0,,4,1620.0,8.0
HTC,200.0,1.0,8,1800.0,5.0
HTC,180.0,1.0,8,1800.0,5.0
HTC,280.0,2.0,16,2020.0,8.0
HTC,330.0,2.0,16,2020.0,8.0
HTC,240.0,1.0,4,1800.0,5.0
HTC,150.0,,4,1650.0,5.0
HTC,270.0,2.0,32,2300.0,4.0
HTC,300.0,2.0,32,2300.0,4.0
HTC,100.0,,1,1450.0,5.0
HTC,190.0,,1,1450.0,8.0
HTC,160.0,,2,1400.0,5.0
HTC,120.0,,16,1230.0,5.0
HTC,220.0,1.0,4,1730.0,5.0
HTC,120.0,,1,1520.0,8.0
HTC,150.0,1.0,1,1730.0,5.0
HTC,210.0,,1,1520.0,8.0
HTC,100.0,,1,1450.0,8.0
HTC,90.0,,16,1300.0,5.0
HTC,200.0,,8,1400.0,5.0
HTC,310.0,,8,1500.0,15.0
HTC,660.0,,8,2200.0,15.0
HTC,270.0,,1,1500.0,3.0
HTC,640.0,,16,2100.0,15.0
HTC,130.0,,4,900.0,15.0
HTC,80.0,,8,1300.0,8.0
HTC,90.0,,1,1500.0,8.0
HTC,150.0,1.0,4,1730.0,8.0
HTC,100.0,,5,1300.0,5.0
HTC,150.0,,5,1230.0,8.0
HTC,90.0,,8,1500.0,5.0
HTC,90.0,,8,1300.0,5.0
HTC,130.0,,8,1300.0,8.0
HTC,90.0,,16,1230.0,5.0
