Brand,Price_Clean,RAM_GB,Storage_GB,Battery_mAh,Main_Camera_MP
Ulefone,130.0,4.0,64,7680.0,13.0
Ulefone,300.0,8.0,256,13200.0,48.0
Ulefone,370.0,8.0,128,5180.0,48.0
Ulefone,150.0,3.0,32,5080.0,13.0
Ulefone,150.0,3.0,32,5000.0,13.0
Ulefone,160.0,4.0,64,5000.0,13.0
Ulefone,230.0,4.0,64,10000.0,20.0
Ulefone,90.0,2.0,32,3300.0,8.0
Ulefone,130.0,4.0,64,7700.0,13.0
Ulefone,130.0,4.0,64,5180.0,20.0
Ulefone,130.0,4.0,32,5180.0,13.0
Ulefone,110.0,3.0,128,5500.0,13.0
Ulefone,170.0,4.0,64,5180.0,20.0
Ulefone,260.0,6.0,128,10000.0,20.0
Ulefone,300.0,6.0,128,6600.0,12.0
Ulefone,170.0,4.0,64,8150.0,16.0
Ulefone,220.0,4.0,64,9600.0,16.0
Ulefone,260.0,8.0,256,5380.0,108.0
Ulefone,640.0,12.0,256,9600.0,108.0
Ulefone,180.0,4.0,64,6580.0,13.0
Ulefone,400.0,12.0,256,9600.0,108.0
Infinix,120.0,3.0,64,5200.0,16.0
Infinix,100.0,2.0,32,5000.0,13.0
Infinix,150.0,4.0,64,5200.0,48.0
Infinix,200.0,6.0,128,5200.0,64.0
Infinix,170.0,8.0,128,4500.0,48.0
Infinix,70.0,2.0,32,5000.0,8.0
Infinix,80.0,2.0,32,6000.0,13.0
Infinix,80.0,2.0,32,6000.0,13.0
Infinix,110.0,4.0,64,6000.0,48.0
Infinix,110.0,4.0,64,5000.0,48.0
Infinix,140.0,4.0,64,5000.0,48.0
Infinix,170.0,4.0,64,5000.0,48.0
Infinix,180.0,6.0,64,5000.0,64.0
Infinix,100.0,3.0,32,6000.0,13.0
Infinix,210.0,8.0,128,5000.0,48.0
Infinix,320.0,8.0,128,4500.0,64.0
Infinix,180.0,8.0,128,4500.0,108.0
Infinix,110.0,4.0,64,5200.0,13.0
Infinix,140.0,4.0,64,5000.0,50.0
Infinix,100.0,2.0,32,5000.0,8.0
Infinix,100.0,4.0,64,5000.0,50.0
Infinix,180.0,4.0,64,5000.0,50.0
Infinix,140.0,4.0,64,5000.0,48.0
Infinix,120.0,4.0,64,6000.0,13.0
Infinix,70.0,2.0,32,6000.0,13.0
Infinix,250.0,8.0,128,5000.0,48.0
Infinix,140.0,2.0,64,5000.0,13.0
Infinix,110.0,4.0,64,5000.0,13.0
Infinix,80.0,2.0,32,5000.0,8.0
Infinix,150.0,4.0,128,5000.0,13.0
Infinix,190.0,4.0,64,5000.0,50.0
Infinix,170.0,4.0,128,5000.0,50.0
Infinix,290.0,4.0,128,4500.0,108.0
Infinix,60.0,4.0,64,6000.0,13.0
Infinix,230.0,4.0,64,5000.0,50.0
Infinix,190.0,6.0,64,5000.0,50.0
Infinix,140.0,8.0,128,5000.0,108.0
Infinix,420.0,8.0,256,5000.0,108.0
Infinix,100.0,2.0,64,5000.0,8.0
Infinix,180.0,8.0,128,5000.0,50.0
Infinix,150.0,4.0,64,5000.0,50.0
Infinix,200.0,8.0,128,4500.0,108.0
Infinix,120.0,2.0,64,5000.0,13.0
Infinix,240.0,4.0,64,5000.0,50.0
Infinix,500.0,8.0,256,4500.0,200.0
Infinix,220.0,8.0,128,5000.0,50.0
Micromax,70.0,1.0,8,2000.0,8.0
Micromax,110.0,1.0,8,2820.0,5.0
Micromax,110.0,1.0,8,2000.0,8.0
Micromax,150.0,2.0,16,2400.0,13.0
Micromax,140.0,1.0,8,3000.0,8.0
Micromax,90.0,1.0,8,1700.0,5.0
Micromax,230.0,2.0,16,2260.0,13.0
Micromax,130.0,1.0,8,4000.0,5.0
Micromax,250.0,2.0,16,2000.0,8.0
Micromax,120.0,1.0,8,2800.0,8.0
Micromax,40.0,,4,1200.0,3.0
Micromax,90.0,1.0,8,2500.0,13.0
Micromax,150.0,1.0,8,2820.0,13.0
Micromax,170.0,3.0,16,2900.0,13.0
Micromax,60.0,2.0,16,2000.0,8.0
Micromax,120.0,2.0,16,2500.0,13.0
Micromax,90.0,1.0,8,2000.0,8.0
Micromax,150.0,3.0,16,2500.0,13.0
Micromax,130.0,3.0,16,2100.0,13.0
Micromax,170.0,1.0,8,3000.0,5.0
Micromax,90.0,3.0,32,3000.0,13.0
Micromax,180.0,4.0,16,3000.0,13.0
Micromax,80.0,1.0,16,2500.0,8.0
Micromax,100.0,1.0,8,1750.0,5.0
Coolpad,160.0,1.0,8,2500.0,8.0
Umidigi,200.0,4.0,128,5150.0,16.0
ZTE,640.0,8.0,256,4200.0,64.0
ZTE,500.0,6.0,128,4200.0,64.0
ZTE,200.0,4.0,128,5000.0,64.0
ZTE,500.0,6.0,128,4200.0,64.0
ZTE,500.0,12.0,128,5050.0,64.0
ZTE,600.0,12.0,128,5050.0,64.0
ZTE,70.0,1.0,32,2000.0,5.0
ZTE,80.0,1.0,32,2000.0,5.0
ZTE,90.0,3.0,64,4000.0,16.0
ZTE,60.0,2.0,32,3000.0,8.0
ZTE,310.0,8.0,256,5100.0,64.0
ZTE,110.0,3.0,32,3200.0,13.0
ZTE,70.0,2.0,16,2050.0,5.0
ZTE,630.0,8.0,128,4500.0,64.0
ZTE,800.0,8.0,128,5000.0,64.0
ZTE,130.0,4.0,128,6000.0,48.0
ZTE,500.0,8.0,128,5000.0,64.0
ZTE,380.0,8.0,128,5000.0,64.0
ZTE,410.0,8.0,128,5000.0,108.0
ZTE,90.0,2.0,32,5000.0,13.0
ZTE,110.0,3.0,64,6000.0,13.0
ZTE,160.0,4.0,64,4000.0,13.0
ZTE,350.0,6.0,128,5100.0,64.0
ZTE,590.0,8.0,128,4500.0,64.0
ZTE,780.0,12.0,256,5000.0,64.0
ZTE,490.0,8.0,128,5000.0,64.0
ZTE,250.0,8.0,128,4200.0,64.0
ZTE,170.0,6.0,128,4500.0,50.0
ZTE,300.0,4.0,128,4500.0,50.0
ZTE,800.0,12.0,512,5000.0,64.0
ZTE,300.0,8.0,256,4510.0,64.0
ZTE,300.0,6.0,128,4500.0,50.0
ZTE,400.0,8.0,128,5000.0,64.0
ZTE,680.0,8.0,128,6000.0,50.0
ZTE,700.0,12.0,256,5000.0,50.0
ZTE,200.0,4.0,128,4500.0,50.0
ZTE,1300.0,8.0,128,9070.0,16.0
ZTE,540.0,8.0,256,5000.0,64.0
ZTE,460.0,8.0,256,10000.0,13.0
ZTE,120.0,3.0,128,5000.0,50.0
alcatel,100.0,,4,2820.0,2.0
alcatel,130.0,1.0,4,2820.0,2.0
alcatel,100.0,1.0,4,3240.0,2.0
alcatel,120.0,1.0,8,2800.0,5.0
alcatel,200.0,5.0,8,2000.0,13.0
alcatel,250.0,2.0,16,2910.0,13.0
alcatel,130.0,1.0,4,2000.0,5.0
alcatel,130.0,2.0,16,3500.0,13.0
alcatel,230.0,2.0,16,3000.0,13.0
alcatel,130.0,2.0,16,2500.0,8.0
alcatel,110.0,1.0,8,1800.0,5.0
alcatel,120.0,1.0,8,2500.0,5.0
alcatel,60.0,1.0,4,1500.0,2.0
alcatel,100.0,1.0,8,2580.0,8.0
alcatel,120.0,1.0,8,2580.0,13.0
alcatel,80.0,1.0,8,2580.0,2.0
alcatel,200.0,2.0,16,2610.0,13.0
alcatel,220.0,3.0,32,3000.0,16.0
alcatel,200.0,4.0,64,3000.0,21.0
alcatel,80.0,1.0,8,2500.0,8.0
alcatel,110.0,5.0,16,2500.0,8.0
alcatel,150.0,2.0,16,2960.0,13.0
alcatel,130.0,1.0,8,3240.0,5.0
alcatel,140.0,2.0,16,3000.0,13.0
alcatel,60.0,1.0,8,2000.0,8.0
alcatel,200.0,2.0,16,2150.0,13.0
alcatel,80.0,2.0,16,2500.0,8.0
alcatel,200.0,2.0,16,2460.0,13.0
alcatel,180.0,2.0,8,3000.0,8.0
alcatel,150.0,5.0,16,2460.0,13.0
alcatel,200.0,2.0,16,2800.0,8.0
Asus,270.0,2.0,16,3000.0,13.0
Asus,350.0,4.0,64,3000.0,13.0
Asus,170.0,2.0,8,5000.0,13.0
Asus,130.0,2.0,8,2070.0,8.0
Asus,160.0,2.0,8,4890.0,5.0
Asus,250.0,4.0,32,3000.0,13.0
Asus,180.0,3.0,16,3000.0,13.0
Asus,160.0,2.0,16,2070.0,8.0
Asus,70.0,1.0,8,1600.0,5.0
Asus,110.0,2.0,16,2500.0,8.0
Asus,150.0,2.0,16,3010.0,8.0
Asus,90.0,1.0,8,2070.0,5.0
Asus,110.0,1.0,8,2070.0,8.0
Asus,170.0,2.0,32,5000.0,13.0
Asus,330.0,3.0,32,3000.0,16.0
Asus,230.0,4.0,64,3000.0,23.0
Asus,300.0,3.0,32,4600.0,23.0
Asus,210.0,2.0,16,4100.0,13.0
Asus,280.0,3.0,32,2600.0,16.0
Asus,160.0,2.0,16,3000.0,13.0
Asus,230.0,2.0,16,4130.0,13.0
Asus,340.0,4.0,32,5900.0,8.0
Asus,300.0,3.0,32,7800.0,8.0
Asus,280.0,4.0,64,3000.0,16.0
Asus,190.0,2.0,32,4100.0,16.0
Asus,130.0,2.0,16,2600.0,13.0
Asus,280.0,4.0,32,4680.0,8.0
Asus,120.0,1.0,8,3480.0,5.0
Asus,320.0,3.0,32,5000.0,12.0
Asus,370.0,6.0,64,3300.0,23.0
Asus,350.0,4.0,32,7800.0,8.0
Asus,180.0,3.0,32,5000.0,13.0
Asus,150.0,2.0,16,2650.0,13.0
Asus,120.0,2.0,16,3000.0,13.0
Asus,250.0,3.0,32,4680.0,13.0
Asus,210.0,3.0,16,4680.0,13.0
Asus,270.0,3.0,32,5000.0,13.0
Asus,220.0,3.0,32,5000.0,13.0
Asus,250.0,2.0,32,5000.0,16.0
Asus,180.0,2.0,16,4100.0,13.0
Asus,250.0,4.0,64,3000.0,16.0
Asus,250.0,3.0,64,3000.0,16.0
Asus,150.0,3.0,32,3000.0,13.0
Meizu,270.0,1.0,16,1600.0,8.0
Meizu,310.0,1.0,32,1700.0,8.0
Meizu,310.0,2.0,16,1800.0,8.0
Meizu,370.0,2.0,16,2400.0,8.0
Meizu,340.0,2.0,16,3100.0,7.0
Meizu,400.0,3.0,16,3350.0,7.0
Meizu,130.0,2.0,16,3140.0,13.0
Meizu,100.0,1.0,8,2500.0,13.0
Meizu,200.0,2.0,16,3100.0,13.0
Meizu,210.0,3.0,16,3150.0,7.0
Meizu,130.0,2.0,16,2500.0,13.0
Meizu,390.0,3.0,32,3050.0,21.0
Meizu,170.0,2.0,16,3140.0,13.0
Meizu,180.0,2.0,16,4100.0,13.0
Meizu,410.0,4.0,32,2560.0,21.0
Meizu,130.0,2.0,16,2870.0,13.0
Meizu,120.0,2.0,16,3020.0,13.0
Meizu,300.0,3.0,32,3060.0,12.0
Meizu,220.0,3.0,32,3100.0,13.0
Meizu,270.0,3.0,64,4100.0,13.0
Meizu,120.0,2.0,16,3070.0,13.0
Meizu,430.0,4.0,64,3060.0,12.0
Meizu,190.0,2.0,16,3260.0,13.0
Meizu,160.0,2.0,16,2760.0,13.0
Meizu,190.0,3.0,16,3150.0,16.0
Meizu,550.0,4.0,64,3400.0,12.0
Meizu,190.0,4.0,16,4000.0,13.0
Meizu,130.0,3.0,16,3000.0,13.0
Meizu,210.0,2.0,16,3400.0,13.0
Meizu,140.0,2.0,16,3000.0,8.0
Oukitel,160.0,4.0,64,10600.0,13.0
Oukitel,270.0,14.0,256,10000.0,16.0
Oukitel,220.0,8.0,256,8250.0,16.0
Oukitel,350.0,8.0,256,20000.0,16.0
Oukitel,280.0,16.0,256,10000.0,48.0
Oukitel,200.0,8.0,256,10600.0,48.0
Oukitel,280.0,12.0,256,8500.0,64.0
Oukitel,130.0,8.0,128,10600.0,13.0
Oukitel,150.0,4.0,128,6300.0,20.0
Oukitel,470.0,12.0,256,32000.0,48.0
Oukitel,200.0,12.0,256,11000.0,16.0
Oukitel,500.0,12.0,512,11000.0,108.0
Oukitel,170.0,6.0,256,8800.0,13.0
Oukitel,400.0,8.0,256,22000.0,64.0
Oukitel,90.0,4.0,64,8000.0,5.0
Oukitel,190.0,8.0,128,10600.0,13.0
Oukitel,280.0,6.0,256,20000.0,48.0
Oukitel,320.0,8.0,256,11000.0,64.0
Oukitel,140.0,6.0,256,5150.0,48.0
Oukitel,120.0,6.0,256,5150.0,48.0
Oukitel,160.0,8.0,128,5150.0,50.0
Oukitel,290.0,4.0,256,6500.0,48.0
Oukitel,280.0,6.0,256,11000.0,64.0
Oukitel,360.0,4.0,256,6500.0,48.0
Oukitel,190.0,6.0,256,6300.0,20.0
Oukitel,110.0,4.0,128,10600.0,13.0
Oukitel,160.0,6.0,256,10600.0,48.0
Oukitel,110.0,4.0,64,6300.0,13.0
Oukitel,180.0,4.0,256,8000.0,13.0
Oukitel,270.0,6.0,256,11000.0,16.0
Oukitel,110.0,2.0,64,4300.0,13.0
Oukitel,120.0,4.0,128,4300.0,13.0
Oukitel,180.0,4.0,128,5150.0,16.0
Oukitel,140.0,6.0,256,11000.0,48.0
Oukitel,150.0,4.0,128,5150.0,13.0
Oukitel,160.0,6.0,256,5150.0,50.0
Oukitel,180.0,4.0,128,8000.0,13.0
Cubot,160.0,6.0,128,3000.0,20.0
Cubot,200.0,12.0,256,5200.0,100.0
Cubot,160.0,8.0,256,5200.0,48.0
Cubot,210.0,8.0,256,10600.0,48.0
Cubot,230.0,12.0,256,10600.0,100.0
Cubot,280.0,12.0,256,10600.0,100.0
Cubot,130.0,8.0,256,5200.0,50.0
Cubot,80.0,6.0,128,5200.0,50.0
Cubot,150.0,8.0,128,7000.0,13.0
Cubot,90.0,6.0,256,5200.0,50.0
Cubot,170.0,12.0,256,10600.0,48.0
Cubot,80.0,4.0,128,5100.0,13.0
Cubot,240.0,12.0,256,5100.0,100.0
Cubot,200.0,12.0,256,5100.0,100.0
Cubot,150.0,8.0,256,4350.0,64.0
Cubot,290.0,16.0,256,5100.0,100.0
Cubot,90.0,4.0,128,5100.0,48.0
Cubot,120.0,6.0,128,5100.0,48.0
Cubot,250.0,12.0,256,5100.0,100.0
Cubot,180.0,12.0,256,10200.0,100.0
Cubot,220.0,8.0,256,20400.0,64.0
Cubot,180.0,6.0,128,8200.0,16.0
Blackview,120.0,4.0,32,5180.0,13.0
Blackview,230.0,8.0,128,8280.0,13.0
Blackview,250.0,6.0,128,5180.0,50.0
Blackview,100.0,2.0,32,5180.0,13.0
Blackview,160.0,8.0,128,4480.0,50.0
Blackview,100.0,4.0,64,5180.0,13.0
Blackview,200.0,8.0,256,5000.0,50.0
Blackview,240.0,8.0,128,7680.0,13.0
Blackview,170.0,8.0,128,7680.0,13.0
Blackview,100.0,4.0,128,5180.0,13.0
Blackview,390.0,12.0,256,15080.0,50.0
Blackview,130.0,8.0,256,8380.0,16.0
Blackview,290.0,8.0,256,10380.0,64.0
Blackview,80.0,4.0,128,6580.0,13.0
Blackview,110.0,4.0,64,6580.0,13.0
Blackview,160.0,8.0,128,6580.0,13.0
Blackview,220.0,8.0,256,22000.0,48.0
Blackview,190.0,8.0,256,3880.0,48.0
Blackview,290.0,12.0,256,5050.0,108.0
Blackview,190.0,8.0,256,4380.0,48.0
Blackview,160.0,8.0,256,5000.0,64.0
Blackview,490.0,12.0,512,8800.0,50.0
Blackview,150.0,8.0,256,6000.0,50.0
Blackview,550.0,12.0,512,8800.0,50.0
Blackview,270.0,8.0,256,8800.0,50.0
Blackview,600.0,12.0,256,4000.0,108.0
Blackview,330.0,12.0,256,30000.0,108.0
Blackview,90.0,4.0,128,5100.0,8.0
Blackview,290.0,12.0,256,8800.0,50.0
Doogee,230.0,12.0,256,10800.0,16.0
Doogee,250.0,12.0,256,8580.0,16.0
Doogee,440.0,12.0,512,10800.0,200.0
Doogee,120.0,8.0,256,3000.0,50.0
Doogee,130.0,4.0,128,8580.0,13.0
Doogee,120.0,4.0,128,8000.0,13.0
Doogee,250.0,8.0,256,21600.0,50.0
Doogee,70.0,4.0,128,8000.0,5.0
Doogee,300.0,12.0,256,6000.0,50.0
Doogee,230.0,4.0,64,6300.0,13.0
Doogee,110.0,4.0,128,6300.0,13.0
Doogee,270.0,6.0,256,6300.0,13.0
Doogee,500.0,16.0,512,22000.0,200.0
Doogee,300.0,6.0,256,10800.0,50.0
Doogee,300.0,8.0,256,10800.0,50.0
Doogee,170.0,4.0,128,5150.0,16.0
Doogee,190.0,6.0,256,5150.0,50.0
Doogee,230.0,8.0,256,5150.0,50.0
Doogee,270.0,8.0,256,10300.0,50.0
Doogee,370.0,12.0,256,10100.0,100.0
Doogee,120.0,4.0,128,5150.0,13.0
Doogee,140.0,6.0,256,5150.0,13.0
Doogee,300.0,12.0,512,22000.0,108.0
Doogee,320.0,8.0,512,8580.0,16.0
Doogee,340.0,8.0,512,10800.0,16.0
Doogee,340.0,12.0,256,5500.0,48.0
Tecno,1030.0,12.0,256,5000.0,50.0
Tecno,200.0,4.0,64,5000.0,50.0
Tecno,270.0,8.0,256,5000.0,64.0
Tecno,410.0,8.0,512,5000.0,50.0
Tecno,130.0,8.0,128,6000.0,50.0
Tecno,560.0,8.0,256,4000.0,64.0
Tecno,200.0,8.0,128,5000.0,64.0
Tecno,90.0,2.0,64,5000.0,13.0
Tecno,140.0,4.0,128,5000.0,50.0
Tecno,240.0,4.0,256,5000.0,50.0
Tecno,150.0,4.0,128,5000.0,50.0
Tecno,200.0,6.0,128,5000.0,50.0
Tecno,200.0,8.0,128,8000.0,13.0
Tecno,70.0,3.0,64,5000.0,13.0
Ulefone,100.0,3.0,16,4500.0,13.0
Ulefone,400.0,12.0,256,9600.0,108.0
Ulefone,440.0,12.0,256,9600.0,108.0
Ulefone,330.0,12.0,256,10850.0,50.0
Ulefone,200.0,4.0,64,7650.0,13.0
Ulefone,280.0,8.0,256,9600.0,64.0
Ulefone,80.0,2.0,32,4000.0,8.0
Ulefone,140.0,4.0,32,8150.0,16.0
Ulefone,130.0,4.0,64,4860.0,13.0
Ulefone,130.0,6.0,64,6320.0,50.0
Ulefone,190.0,8.0,128,6600.0,64.0
Ulefone,370.0,12.0,256,22000.0,64.0
Ulefone,240.0,8.0,256,18600.0,48.0
Ulefone,450.0,12.0,512,9600.0,108.0
Ulefone,700.0,12.0,512,9600.0,108.0
Ulefone,400.0,12.0,512,5280.0,50.0
Ulefone,300.0,12.0,256,5050.0,108.0
Ulefone,60.0,8.0,128,9600.0,50.0
Ulefone,200.0,8.0,128,7650.0,48.0
Ulefone,370.0,8.0,256,33280.0,50.0
Ulefone,600.0,12.0,512,15600.0,200.0
Ulefone,180.0,6.0,256,5450.0,50.0
Ulefone,420.0,6.0,256,6500.0,50.0
Ulefone,200.0,4.0,128,8800.0,16.0
Ulefone,200.0,8.0,128,8800.0,16.0
Ulefone,80.0,4.0,128,8800.0,16.0
Ulefone,370.0,6.0,256,6500.0,50.0
Ulefone,480.0,12.0,256,10600.0,50.0
Ulefone,400.0,12.0,256,10600.0,50.0
Ulefone,340.0,8.0,256,6200.0,50.0
Ulefone,370.0,8.0,256,11800.0,50.0
Ulefone,460.0,8.0,256,11800.0,50.0
Ulefone,80.0,3.0,32,5000.0,8.0
Ulefone,110.0,4.0,128,6000.0,50.0
Ulefone,340.0,12.0,256,10600.0,50.0
Ulefone,420.0,12.0,256,10600.0,50.0
Infinix,190.0,4.0,128,5000.0,50.0
Infinix,130.0,4.0,64,6000.0,13.0
Infinix,250.0,8.0,256,5000.0,50.0
Infinix,90.0,3.0,64,5000.0,13.0
Infinix,80.0,3.0,64,6000.0,13.0
Infinix,110.0,2.0,64,5000.0,8.0
Infinix,280.0,8.0,256,5000.0,108.0
Infinix,140.0,4.0,128,5000.0,50.0
Infinix,260.0,8.0,256,5000.0,108.0
Infinix,180.0,8.0,256,5000.0,108.0
Infinix,100.0,2.0,64,5000.0,13.0
Infinix,80.0,4.0,64,5000.0,50.0
Infinix,100.0,4.0,64,5000.0,50.0
Infinix,100.0,4.0,64,6000.0,50.0
Infinix,180.0,8.0,256,5000.0,108.0
Infinix,240.0,8.0,256,5000.0,108.0
Infinix,290.0,12.0,256,4600.0,108.0
Infinix,220.0,8.0,256,5000.0,108.0
Infinix,150.0,8.0,256,5000.0,108.0
Infinix,140.0,4.0,128,7000.0,8.0
Infinix,250.0,8.0,256,5000.0,108.0
Infinix,110.0,4.0,128,5000.0,48.0
Infinix,70.0,3.0,64,5000.0,13.0
Infinix,190.0,8.0,128,5000.0,50.0
Infinix,160.0,8.0,256,5200.0,50.0
Infinix,180.0,8.0,256,5200.0,50.0
Infinix,350.0,12.0,256,5200.0,50.0
Infinix,130.0,6.0,128,5500.0,50.0
Micromax,100.0,2.0,16,2500.0,13.0
Micromax,70.0,1.0,8,2500.0,8.0
Micromax,50.0,1.0,8,2000.0,5.0
Micromax,100.0,1.0,8,3000.0,8.0
Micromax,80.0,2.0,16,2000.0,8.0
Micromax,70.0,1.0,8,2000.0,5.0
Micromax,60.0,1.0,8,1600.0,5.0
Micromax,70.0,1.0,8,1800.0,5.0
Micromax,80.0,1.0,8,1800.0,5.0
Micromax,90.0,1.0,8,4000.0,8.0
Micromax,100.0,1.0,8,3000.0,8.0
Micromax,60.0,1.0,8,1800.0,5.0
Micromax,360.0,4.0,128,3200.0,13.0
Micromax,50.0,,4,1300.0,2.0
Micromax,140.0,3.0,32,4000.0,13.0
Micromax,100.0,2.0,16,4000.0,8.0
Micromax,12000.0,3.0,16,3050.0,13.0
Micromax,7000.0,2.0,16,2500.0,8.0
Micromax,10000.0,3.0,32,3000.0,13.0
Micromax,10000.0,3.0,32,3000.0,13.0
Micromax,10000.0,3.0,32,2980.0,13.0
Micromax,50.0,1.0,8,1600.0,5.0
Micromax,4500.0,1.0,8,2000.0,5.0
Micromax,5000.0,3.0,16,2500.0,5.0
Micromax,12000.0,3.0,32,3000.0,13.0
Micromax,19000.0,4.0,64,2730.0,13.0
Micromax,2900.0,,4,1300.0,2.0
Micromax,14000.0,4.0,64,3000.0,16.0
Micromax,5700.0,1.0,16,5000.0,5.0
Micromax,7200.0,2.0,16,5000.0,8.0
Micromax,8000.0,3.0,32,5000.0,13.0
Micromax,8500.0,2.0,16,2500.0,13.0
Micromax,7000.0,2.0,16,3000.0,8.0
Micromax,4400.0,1.0,8,2000.0,5.0
Micromax,5400.0,1.0,16,5000.0,5.0
Micromax,9000.0,2.0,32,4000.0,13.0
Micromax,10000.0,3.0,32,4000.0,13.0
Micromax,80.0,2.0,32,5000.0,13.0
Micromax,130.0,4.0,64,5000.0,48.0
Micromax,120.0,4.0,64,5000.0,48.0
Micromax,90.0,4.0,64,5000.0,13.0
Micromax,150.0,4.0,64,5000.0,48.0
Micromax,100.0,3.0,32,5000.0,8.0
Sharp,470.0,,2,1240.0,8.0
Sharp,320.0,,20,1950.0,5.0
Sharp,180.0,5.0,8,2040.0,8.0
Sharp,300.0,2.0,16,2030.0,8.0
Sharp,340.0,3.0,32,3000.0,13.0
Sharp,240.0,3.0,64,2600.0,13.0
Sharp,330.0,4.0,32,3000.0,16.0
Sharp,380.0,4.0,64,3100.0,16.0
Sharp,450.0,4.0,64,3020.0,12.0
Sharp,170.0,3.0,32,5000.0,13.0
Sharp,110.0,2.0,16,3000.0,13.0
Sharp,250.0,6.0,64,3020.0,16.0
Sharp,400.0,6.0,64,3200.0,12.0
Sharp,350.0,4.0,64,3130.0,6.0
Sharp,400.0,8.0,64,3200.0,12.0
Sharp,400.0,4.0,64,2700.0,12.0
Sharp,300.0,3.0,32,4000.0,13.0
Sharp,400.0,4.0,64,2900.0,12.0
Sharp,600.0,6.0,128,3130.0,6.0
Sharp,750.0,6.0,128,3200.0,2.0
Sharp,210.0,4.0,64,3090.0,13.0
Sharp,700.0,12.0,256,3730.0,12.0
Sharp,670.0,8.0,256,3130.0,2.0
Sharp,600.0,8.0,128,4120.0,48.0
Sharp,250.0,8.0,128,4570.0,12.0
Sharp,400.0,8.0,128,4010.0,48.0
Sharp,230.0,4.0,64,3730.0,13.0
Sharp,130.0,3.0,32,5000.0,13.0
Sharp,150.0,4.0,64,5000.0,50.0
Sharp,380.0,6.0,128,4570.0,3.0
Sharp,420.0,6.0,128,5050.0,3.0
Sharp,180.0,4.0,128,5010.0,50.0
Sharp,1000.0,12.0,256,5000.0,2.0
Sharp,930.0,12.0,256,5000.0,2.0
Sharp,700.0,8.0,256,4750.0,50.0
Sharp,310.0,8.0,256,5000.0,50.0
Sharp,150.0,6.0,128,5000.0,50.0
Sharp,550.0,12.0,256,5000.0,3.0
Sharp,1000.0,12.0,512,5000.0,3.0
Sharp,350.0,6.0,128,5000.0,50.0
Cat,250.0,,4,2000.0,5.0
Cat,460.0,2.0,8,2630.0,8.0
Cat,320.0,1.0,4,2000.0,5.0
Cat,440.0,1.0,16,3000.0,8.0
Cat,340.0,1.0,8,3000.0,5.0
Cat,650.0,3.0,32,3800.0,13.0
Cat,900.0,4.0,64,4500.0,16.0
Cat,330.0,2.0,16,4000.0,8.0
Cat,450.0,3.0,32,5000.0,13.0
Cat,110.0,,4,2300.0,2.0
Cat,440.0,4.0,64,3100.0,12.0
Cat,300.0,3.0,32,4200.0,13.0
Cat,530.0,6.0,128,4000.0,12.0
Cat,230.0,3.0,32,4200.0,13.0
Cat,440.0,4.0,128,4000.0,48.0
Cat,200.0,2.0,16,2000.0,5.0
Cat,530.0,6.0,128,5500.0,48.0
Cat,600.0,6.0,128,5000.0,50.0
Coolpad,200.0,2.0,8,2500.0,13.0
Coolpad,120.0,3.0,16,3000.0,13.0
Coolpad,110.0,3.0,16,2500.0,13.0
Coolpad,180.0,2.0,16,1800.0,8.0
Coolpad,130.0,1.0,8,2000.0,8.0
Coolpad,380.0,4.0,64,2800.0,13.0
Coolpad,120.0,3.0,16,3000.0,13.0
Coolpad,200.0,3.0,16,2500.0,13.0
Coolpad,80.0,3.0,16,2500.0,8.0
Coolpad,180.0,2.0,16,2500.0,8.0
Coolpad,180.0,4.0,32,4010.0,13.0
Coolpad,110.0,2.0,16,3050.0,8.0
Coolpad,420.0,4.0,64,4070.0,16.0
Coolpad,210.0,3.0,16,2500.0,13.0
Coolpad,200.0,3.0,32,4060.0,13.0
Coolpad,120.0,3.0,16,2500.0,13.0
Coolpad,80.0,1.0,8,2450.0,5.0
Coolpad,10300.0,1.0,8,2000.0,8.0
Coolpad,350.0,4.0,64,3200.0,12.0
Coolpad,15000.0,6.0,64,4060.0,13.0
Coolpad,9000.0,3.0,32,4070.0,13.0
Coolpad,7000.0,2.0,16,2500.0,8.0
Coolpad,150.0,4.0,64,4000.0,16.0
Coolpad,6000.0,2.0,16,3000.0,13.0
Coolpad,8000.0,4.0,64,4000.0,13.0
Coolpad,160.0,3.0,32,4000.0,16.0
Coolpad,360.0,4.0,64,4000.0,48.0
Coolpad,110.0,4.0,64,5000.0,16.0
Coolpad,70.0,4.0,64,4000.0,16.0
Coolpad,130.0,4.0,64,4000.0,48.0
Coolpad,160.0,4.0,128,5000.0,48.0
Coolpad,90.0,2.0,64,4000.0,13.0
Coolpad,250.0,6.0,128,4500.0,50.0
Coolpad,90.0,4.0,64,4500.0,48.0
Coolpad,140.0,6.0,128,4500.0,50.0
Coolpad,110.0,4.0,128,4500.0,16.0
Coolpad,130.0,4.0,128,4500.0,48.0
Coolpad,90.0,4.0,128,4500.0,13.0
Coolpad,80.0,4.0,128,5000.0,50.0
Coolpad,100.0,4.0,128,4500.0,50.0
Coolpad,180.0,8.0,256,5000.0,108.0
Umidigi,240.0,12.0,256,5150.0,64.0
Umidigi,160.0,8.0,256,6150.0,48.0
Umidigi,210.0,8.0,128,6000.0,50.0
Umidigi,200.0,8.0,256,5000.0,64.0
Umidigi,160.0,8.0,128,5000.0,50.0
Umidigi,100.0,4.0,64,5000.0,13.0
